,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,CL_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w,Basis
2016-07-05,1751823,519441,219769,596556,901593,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",46.599998474121094,0.1741254681551732,-305037,0.15964061973337051,299672,-0.265409068191592,0.006619501798552747,0.03065299441295437,-0.026123302818411687,0.0042918620061869195,0.14760389841752172,-0.019259940378573696
2016-07-12,1728765,516217,221422,589838,883190,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",46.79999923706055,0.16968876625799342,-293352,0.667019442032671,294795,-0.2783957055022111,0.01705398675381595,0.006611635230783622,0.0042918620061869195,-0.04594012278271742,0.14801749442996967,-0.00875776897262021
2016-07-19,1685116,525628,236047,555110,851112,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",44.650001525878906,0.17565675003975986,-296002,-0.15328861933229793,289581,-0.30160258913154764,0.04750743481470209,0.03155676633734861,-0.04594012278271742,-0.038745874531065594,0.14843221293692227,-0.022307572345269682
2016-07-26,1718306,539345,266046,564140,848481,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",42.91999816894531,0.1654775109904755,-284341,0.6919998385867798,273299,-0.9662242836694921,0.008254868078557518,0.05427922586669084,-0.038745874531065594,-0.07945013962930247,0.14884967714389888,-0.02699034387400925
2016-08-02,1792640,562532,295340,584462,864164,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",39.5099983215332,0.15602798107818636,-279702,0.26997519650167084,267192,-0.3554081752609838,0.02485458634595817,0.06117579312531473,-0.07945013962930247,0.08251081434376428,0.14916704627956465,-0.0407814419406728
2016-08-09,1829979,562028,303778,639378,897585,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",42.77000045776367,0.14109834047275951,-258207,1.199069528739736,258250,-0.4988173866476258,0.05747503355643565,0.010327948755263881,0.08251081434376428,0.08908116278963973,0.1492139542817714,-0.020617416409520743
2016-08-16,1852402,570209,262709,673303,965732,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",46.58000183105469,0.1578647615366427,-292429,-1.8700761046984693,307500,2.6912877142306004,0.062275668304825706,0.059129470127911754,0.08908116278963973,0.03263195756366488,0.14981479366278652,0.01326067802202304
2016-08-23,1747499,555022,201278,614046,957594,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",48.099998474121094,0.19659410391651155,-343548,-2.7596061761971753,353744,2.496434359280545,0.04288195770023669,0.10130635991008859,0.03263195756366488,-0.03638253753670162,0.1511089870022157,0.030716819603790437
2016-08-30,1787891,538363,197075,640120,976684,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",46.349998474121094,0.18824637519848805,-336564,0.3996568810625929,341288,-0.7127901074621501,0.0279341218849038,0.028366769190604782,-0.03638253753670162,-0.032793887661400345,0.15223451601631316,0.041103890102449823
2016-09-06,1861718,534074,248279,676917,965584,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",44.83000183105469,0.15505409519594268,-288667,2.678966447059692,285795,-3.10382456201189,0.02916101725356636,0.07093089692248895,-0.032793887661400345,0.0015614475120482307,0.15266156010953583,0.013048668409485764
2016-09-13,1829620,537965,224663,647463,956418,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",44.900001525878906,0.1688629332866934,-308955,-1.0897461377072144,313302,1.477506260346626,0.02407909314967881,0.036068699287201626,0.0015614475120482307,-0.032516767250629686,0.15321046045577277,-0.008784223601489448
2016-09-20,1811705,533133,254260,657846,943677,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",43.439998626708984,0.15776906284411646,-285831,1.2638690001202435,278873,-1.8817568675462666,0.014438756109028719,0.04372530616858417,-0.032516767250629686,0.028314907484367824,0.1532540453178609,-0.025351589307868055
2016-09-27,1830991,543799,252153,663872,960739,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",44.66999816894531,0.1621346036108315,-296867,-0.6091499443894011,291646,0.7050264805804477,0.014211401990999692,0.016047450097493317,0.028314907484367824,0.08999329801984146,0.15340344225588945,-0.008898045428419392
2016-10-04,1871665,571306,208330,642976,999197,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",48.689998626708984,0.19032305460646,-356221,-3.2416325366973404,362976,3.895704566543473,0.03614357318017042,0.09149141394189084,0.08999329801984146,0.04313005438587947,0.15415752110171205,0.021603183205781328
2016-10-11,1880412,597569,183919,595974,1005305,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",50.790000915527344,0.21768155063890254,-409331,-2.8375804430814275,413650,2.707428946953648,0.03316723693997111,0.06484296623876502,0.04313005438587947,-0.00984445739293427,0.1551322459539713,0.03172187195337568
2016-10-18,1811281,578530,170535,562360,971099,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",50.290000915527344,0.2256629424147882,-408739,0.03148246235399477,407995,-0.3007319672497304,0.0442268101070847,0.043284628169785,-0.00984445739293427,-0.006561977034142297,0.156333066878884,0.037197948189349135
2016-10-25,1821737,571822,168236,557093,971594,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",49.959999084472656,0.22753064794753577,-414501,-0.3181173986808231,403586,-0.24341888420405228,0.0037692477269709234,0.012170667704423167,-0.006561977034142297,-0.06585270167768797,0.15793673773637737,0.028761620007915416
2016-11-01,1854612,543096,188697,596233,971242,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",46.66999816894531,0.20220347975749106,-375009,2.167821150912563,354399,-2.7000055441592283,0.025194660201917095,0.0672143625314809,-0.06585270167768797,-0.0362116711595144,0.15902279142082343,-0.009830431175440182
2016-11-08,1973656,560814,283275,673039,972607,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",44.97999954223633,0.1517832894891511,-299568,4.067751098342942,277539,-4.144263058796126,0.047501710574449185,0.13303810380185027,-0.0362116711595144,0.018452686516266192,0.1591107710928396,-0.03006516329121663
2016-11-15,2027539,581416,305090,734484,1012058,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",45.810001373291016,0.13690192889014713,-277574,1.1143785948513825,276326,-0.0614595451284317,0.05776900870405636,0.04784739189582473,0.018452686516266192,0.048460976630753994,0.15900464400361713,-0.022801403289326522
2016-11-22,1995504,560573,284253,711031,992960,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",48.029998779296875,0.14128210216566842,-281929,-0.2147924158302257,276320,-0.0002959252571713787,0.02497137602252594,0.049335602834193075,0.048460976630753994,-0.05829688336922201,0.1592068614561841,-0.008826516765612219
2016-11-29,2020026,551697,263816,714264,1018949,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",45.22999954223633,0.15083221701106816,-304685,-1.1403635372316967,287881,0.5793523841595908,0.01686001662807745,0.03594424613709407,-0.05829688336922201,0.12602256954738023,0.15964314712791927,-0.006922629045485802
2016-12-06,2098290,589787,212161,691607,1090968,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",50.93000030517578,0.19032688522558847,-399361,-4.686870367015078,377626,4.442764598079431,0.05311193077430122,0.1119087521884212,0.12602256954738023,0.04025131012717109,0.16100462996228695,0.03310574452540454
2016-12-13,2104703,614780,192013,685227,1133068,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",52.97999954223633,0.21278109072871565,-447841,-2.3104527972777835,422767,2.1513232203365598,0.026662340269318234,0.05595115475716819,0.04025131012717109,-0.014156285513028166,0.16271193970329564,0.03836408985053375
2016-12-20,2029807,603704,167043,631244,1085341,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",52.22999954223633,0.22371437284431475,-454097,-0.2972390878903104,436661,0.6601406469226299,0.059251362443456045,0.04676761635140974,-0.014156285513028166,0.031973999584130164,0.1647166763017053,0.023184331997655176
2016-12-27,2037834,608865,163933,609540,1068910,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",53.900001525878906,0.22542071630957183,-459370,-0.2597783927240373,444932,0.4074771640850583,0.02272036700527272,0.01070266744996752,0.031973999584130164,-0.029128008355814528,0.1668052561752469,0.04499525683372271
2017-01-03,2089324,608117,168043,640178,1106942,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",52.33000183105469,0.22340431642004782,-466764,-0.36283622709209873,440074,-0.23839036938239325,0.03930468428041577,0.006259018759018759,-0.029128008355814528,-0.02885538091715434,0.16897241372527433,0.007209205082045646
2017-01-10,2114656,604261,170699,671494,1136894,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",50.81999969482422,0.22008307734213034,-465400,0.06528427376510297,433562,-0.3116797586204916,0.03387989745563452,0.008403014349127698,-0.02885538091715434,0.0326643025852118,0.17125304967120342,-0.010092173900888943
2017-01-17,2179122,631537,166859,677537,1159908,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",52.47999954223633,0.22136025426754447,-482371,-0.8025418791519755,464678,1.4714450009836115,0.015813806671764324,0.038973141148001746,0.0326643025852118,0.013338429288210829,0.17333136047449765,0.001662345761440417
2017-01-24,2151809,642401,159878,657946,1155886,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",53.18000030517578,0.23140529665969423,-497940,-0.7144620631612182,482523,0.8189077986455096,0.013018294968883556,0.022242885579704816,0.013338429288210829,-0.006957482695778672,0.17549970338130064,-0.002999658831345319
2017-01-31,2181656,656710,164018,677456,1186594,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",52.810001373291016,0.2333722640049577,-509138,-0.5203993477116231,492692,0.4725791183139396,0.02694026447788418,0.022478823678490314,-0.006957482695778672,-0.012118977233531947,0.17785494309007197,0.002544227771062159
2017-02-07,2191158,661929,184939,683625,1188108,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",52.16999816894531,0.2302357931285649,-504483,0.2133700271720198,476990,-0.7197284998184865,0.004104752120094052,0.030866675798353463,-0.012118977233531947,0.019743197817615687,0.18019927362031704,0.006709012149769514
2017-02-14,2183943,683254,174798,734170,1260587,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",53.20000076293945,0.24103971578012795,-526417,-1.0010232032559951,508456,1.436044319944066,0.06167367754568601,0.0366714371623165,0.019743197817615687,0.016165424774780446,0.18306844963417732,0.0034951765420461163
2017-02-21,2103278,712717,156110,659481,1231266,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",54.060001373291016,0.2718542199366893,-571785,-2.0773435936743767,556607,2.2047736593857987,0.05501000398255293,0.05542069940275797,0.016165424774780446,-0.0009249546890044424,0.18598844730167835,0.004199211622631213
2017-02-28,2120334,690281,165027,677820,1223836,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",54.0099983215332,0.2575141463561873,-546016,1.2251827861081608,525254,-1.4906731302281486,0.013550820968671516,0.03665697035453895,-0.0009249546890044424,-0.016108108848763014,0.1886666812839749,0.005699897344731836
2017-03-07,2137532,682176,173651,682956,1218455,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",53.13999938964844,0.2505220974469622,-535499,0.49600676119894316,508525,-0.7889794721020367,0.005531155547117378,0.019547174837905325,-0.016108108848763014,-0.1019946976138113,0.1909320366715372,0.004707790706478361
2017-03-14,2240261,687026,253226,775342,1222748,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",47.720001220703125,0.19971155146654787,-447406,4.121248243301153,433800,-3.4958540971550365,0.04838570835147566,0.08978975849027708,-0.1019946976138113,-0.007963140368705046,0.1918847009530484,-0.02605200984883601
2017-03-21,2194206,659029,240512,776277,1209714,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",47.34000015258789,0.19753705896347015,-433437,0.6235434174857305,418517,-0.6821972975470268,0.007033768028153199,0.045257525782593566,-0.007963140368705046,0.021757473087810508,0.1923356544239669,-0.03226261138277535
2017-03-28,2222462,647981,249901,778335,1188424,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",48.369998931884766,0.18452014027686411,-410089,1.064075114187091,398080,-0.9314075342059953,0.011871307058973673,0.02276134280451106,0.021757473087810508,0.05499276216974813,0.19250198608560798,-0.02642315551314723
2017-04-04,2213064,649987,241605,748325,1154097,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",51.029998779296875,0.18335303452588808,-405772,0.19424404106796878,408382,0.46353998403572255,0.03381846929860988,0.011554612423619772,0.05499276216974813,0.046443323599363984,0.1929074649106261,-0.008336553380821893
2017-04-11,2193567,645953,208910,736046,1165444,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",53.400001525878906,0.19575330956382914,-429398,-1.0675696681162405,437043,1.2950822931465154,0.012424993031780341,0.04296477915174712,0.046443323599363984,-0.018539356744906033,0.19369448845543447,0.028400466213843175
2017-04-18,2161434,637850,193967,728324,1173574,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",52.40999984741211,0.20599749980799784,-445250,-0.7226585739118067,443883,0.311820883519856,0.008334831836407632,0.027705613133658005,-0.018539356744906033,-0.05437890636173737,0.19400120535293064,0.02582714001750942
2017-04-25,2188272,618756,206934,738168,1171793,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",49.560001373291016,0.19815863841423736,-433625,0.5378373801837114,411822,-1.4833207953608576,0.006086511714113534,0.03882934273153363,-0.05437890636173737,-0.03833739857204399,0.19416613139832062,0.007104161249030546
2017-05-02,2215531,630692,257548,756754,1166614,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",47.65999984741211,0.18499402626277853,-409860,1.086016729181747,373144,-1.7675133621414523,0.012355929806464494,0.07042015671440151,-0.03833739857204399,-0.03734785532932661,0.19425717787937527,-0.016335789937696108
2017-05-09,2276413,655196,326445,832830,1172624,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",45.880001068115234,0.14926729025005567,-339794,3.1624924228097013,328751,-2.0037182959750957,0.04093138012639532,0.09514781880544924,-0.03734785532932661,0.0605928228983601,0.19387660795675882,-0.037858555733167966
2017-05-16,2337124,646041,317089,863704,1197211,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",48.65999984741211,0.14269974549916906,-333507,0.2761801131868426,328952,0.008829680730166274,0.02691086240820218,0.01921962767227685,0.0605928228983601,0.05774766506581597,0.19264300595854836,-0.017520424531174496
2017-05-23,2211099,595499,222510,816945,1185496,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",51.470001220703125,0.16668226976720626,-368551,-1.4994497510615612,372989,1.8842389192871238,0.0292013597404368,0.1774075835351445,0.05774766506581597,-0.035166142031544556,0.19188325611296236,0.010607351122233166
2017-05-30,2198081,595577,221822,806439,1184204,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",49.65999984741211,0.17186127353814531,-377765,-0.4167158503531502,373755,0.03464340583574051,0.005926728197873752,0.0009371188367003141,-0.035166142031544556,-0.029601313435761667,0.19137076694093588,0.011391492525019014
2017-06-06,2228585,624855,242386,794444,1185263,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",48.189998626708984,0.17536643206339447,-390819,-0.5938816631416222,382469,0.39643671002115033,0.006593905057667625,0.057471913804813195,-0.029601313435761667,-0.03589955574884551,0.19122154172591868,0.013304361308331809
2017-06-13,2176740,639309,280310,788989,1164994,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",46.459999084472656,0.1727376719314204,-376005,0.6647267212154798,358999,-1.053134612321271,0.013164904710020508,0.05695619598986102,-0.03589955574884551,-0.06952216112539322,0.19110194308840583,-0.010787816349226905
2017-06-20,2118015,628548,299784,783406,1143120,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",43.22999954223633,0.1698354355375198,-359714,0.7484127640416403,328764,-1.389003739537106,0.014252078611967863,0.032569167065230976,-0.06952216112539322,0.023363454705653597,0.190830361949314,-0.04347895140345177
2017-06-27,2143111,638878,311690,812438,1158776,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",44.2400016784668,0.1616052551641049,-346338,0.6315347152876633,327188,-0.07440929360745793,0.022670293534847053,0.023392329638700228,0.023363454705653597,0.018083164708602162,0.1904984008651637,-0.028311920639719587
2017-07-11,2133575,629009,270984,812144,1173515,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",45.040000915527344,0.1693734694116682,-361371,-0.7014569007391591,358025,1.4388895395525478,0.007570786323331448,0.05619488151574512,0.018083164708602162,0.03019539482031197,0.19040701627394246,-0.016123055085056404
2017-07-18,2140060,652015,255556,803854,1202174,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",46.400001525878906,0.18612562264609403,-398320,-1.731788195868437,396459,1.801389686324596,0.018418985178671483,0.04234820195885501,0.03019539482031197,0.03211202187005324,0.19072310966602132,0.0005298228963517099
2017-07-25,2149971,659050,235712,764804,1186870,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",47.88999938964844,0.19631241537676555,-422066,-1.1095950580824836,423338,1.2559928226311412,0.027849938053178962,0.030040390629016433,0.03211202187005324,0.026519116181867863,0.19112033399942524,0.025607812229494813
2017-08-01,2219691,717912,231147,732709,1217844,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",49.15999984741211,0.21855970042677111,-485135,-2.93348142835415,486765,2.9501328157449564,0.03233390735857985,0.06683146147921257,0.026519116181867863,0.00020338327022439984,0.19214114533473864,0.0263764861720526
2017-08-08,2215548,707536,226907,714874,1191616,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",49.16999816894531,0.21518017212897214,-476742,0.3781156926797469,480629,-0.2764348731422527,0.02311210654134037,0.015641403488495284,0.00020338327022439984,-0.03294689835697251,0.1932786874703307,0.02201339648492363
2017-08-15,2311603,699351,235878,781560,1255059,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",47.54999923706055,0.20483577846195908,-473499,0.1463746215383282,463473,-0.7743456697846312,0.0638946214289467,0.018344170251350204,-0.03294689835697251,0.0018927477188630526,0.19450440743166147,0.006451052882796881
2017-08-22,2236977,676829,231381,751249,1207115,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",47.63999938964844,0.20378662811463863,-455866,0.7628039935923253,445448,-0.7797619227869145,0.039959374253203186,0.02974972748593387,0.0018927477188630526,-0.025188933213970532,0.19538752025046907,-0.0010834995702214765
2017-08-29,2247058,663313,297448,788228,1169408,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",46.439998626708984,0.16963514070397828,-381180,3.3387021860305226,365865,-3.5576136902614555,0.038151116959434746,0.08283329568956276,-0.025188933213970532,0.047803645270272144,0.194869078650228,-0.014108990500615119
2017-09-05,2326586,675605,293492,815931,1204660,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",48.65999984741211,0.16708129422252174,-388729,-0.33595038490328244,382113,0.7230787990341149,0.031156725928206154,0.016766123514983536,0.047803645270272144,-0.008836833261902433,0.19446205786222867,-0.002112088534961574
2017-09-12,2345125,662650,288170,857037,1236352,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",48.22999954223633,0.16174617557699483,-379315,0.40462720913819644,374480,-0.3280772771778047,0.03477518989542794,0.01922235544056709,-0.008836833261902433,0.02591747899365715,0.19459075171571044,0.003910002595655415
2017-09-19,2377488,678156,260082,858264,1278201,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",49.47999954223633,0.17663054450748017,-419937,-1.7321891157187783,418074,1.8589201002078781,0.02016227740683793,0.046463690449544785,0.02591747899365715,0.048504477527940404,0.19474012885457176,0.009874921521851003
2017-09-26,2411223,698180,244072,824910,1284235,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",51.880001068115234,0.1904946162175792,-459325,-1.6567065743339189,454108,1.515633307087144,0.018674865881672432,0.038242423470579,0.048504477527940404,-0.028141921147091464,0.19536946641944603,0.027952845550608188
2017-10-03,2471226,687611,243295,848375,1300591,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",50.41999816894531,0.18299257129861857,-452216,0.2948296362468341,444316,-0.40610097033745945,0.018530307133756422,0.012188126405888457,-0.028141921147091464,0.009916700082467589,0.19577058118267268,0.009317259741725242
2017-10-10,2437479,685322,268261,822776,1242946,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",50.91999816894531,0.17237892100813998,-420170,1.2967652493134985,417061,-1.102893867254553,0.040297774821587806,0.02858167563809338,0.009916700082467589,0.0188531605202491,0.1954255016903973,0.013951408789755974
2017-10-17,2440472,701946,272421,802074,1233592,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",51.880001068115234,0.17681743531579136,-431518,-0.46556298536315593,429525,0.5113479952032407,0.014764701085541537,0.02133077167022282,0.0188531605202491,0.011372400548204542,0.194639653318799,0.012208279021848812
2017-10-24,2371940,710682,263855,772710,1222299,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",52.470001220703125,0.18954484514785366,-449589,-0.7404715153462117,446827,0.7089612173382853,0.020379356684606435,0.017754071933646438,0.011372400548204542,0.036401749627908986,0.1939450745252041,0.002995593726512233
2017-10-31,2509878,734763,231814,809563,1312437,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",54.380001068115234,0.2003579456850094,-502874,-2.2464733509279324,502949,2.3660800863428246,0.059844957587181905,0.05806262718852197,0.036401749627908986,0.05185729384763982,0.19342252255861708,0.01895521215971549
2017-11-07,2601977,758743,213537,836669,1388076,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",57.20000076293945,0.21191847583587403,-551407,-1.9336796449867286,545206,1.6836276504276302,0.04618282095251366,0.04346175998683507,0.05185729384763982,-0.02622377587400082,0.1936093494062783,0.029190920150157822
2017-11-14,2627570,778738,182272,793419,1407503,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",55.70000076293945,0.23370795069208433,-614084,-2.4088222148005154,596466,1.9700404730710532,0.028477610746768856,0.053339715507643,-0.02622377587400082,0.02028727204016656,0.19518482366018086,0.018185552925536023
2017-11-21,2512147,742158,165080,748100,1331898,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",56.83000183105469,0.2323900631611128,-583798,1.1526239072603204,577078,-0.737868068215119,0.05813659436210997,0.05927000412240228,0.02028727204016656,0.02041175101244197,0.1970211339346225,0.020371715247094847
2017-11-28,2489012,763786,153953,738304,1360100,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",57.9900016784668,0.24981639301056002,-621796,-1.5125707213789639,609833,1.303864781798199,0.018108047830637,0.035690975320870094,0.02041175101244197,-0.0063804575939411245,0.1991083318354858,0.016447136532999104
2017-12-05,2554224,759978,148850,787163,1410423,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",57.619998931884766,0.24401148842074932,-623260,-0.058818519155391775,611128,0.0520286764386833,0.04513224965939899,0.009804935587371867,-0.0063804575939411245,-0.008330433029055673,0.2009002409010566,0.0020216524789886977
2017-12-12,2571686,761121,146624,781944,1411274,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",57.13999938964844,0.24471494575931899,-629330,-0.2376455628010699,614497,0.13189915997970422,0.00276762273517726,0.0037113947198827864,-0.008330433029055673,0.005600274732977972,0.20194616514208985,0.006476018361027756
2017-12-19,2456059,749848,148009,752045,1372036,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",57.459999084472656,0.25243326809331534,-619991,0.36314697828584047,601839,-0.49220628023794505,0.03254913536724824,0.014098013380749942,0.005600274732977972,0.043682599655814114,0.202708707014486,0.002821300167845723
2017-12-26,2460193,772893,140732,750189,1394458,067651,"CRUDE OIL, LIGHT SWEET - NEW YORK MERCANTILE EXCHANGE",59.970001220703125,0.26187742181202855,-644269,-0.9884941689104374,632161,1.2345794624640531,0.011320277882560627,0.03318867150088931,0.043682599655814114,,0.20344261180232667,0.008605859081101473
