,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,LE_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w,Basis
2016-07-05,247585,88105,71628,100140,107264,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,113.6500015258789,0.028773956419007613,-7124,0.34842054855595367,16477,0.44832312290493564,0.009421226205859097,0.027996719525708525,-0.02925471289038306,-0.04179498404070314,-0.01582054727731163,-0.01592484407861471
2016-07-12,250841,89979,77890,100923,103913,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,108.9000015258789,0.011919901451517096,-2990,1.669729587818325,12089,-1.772320617161783,0.02018199925794294,0.04846636365261007,-0.04179498404070314,0.013774104490196448,-0.01833408808904396,-0.022002293606194306
2016-07-19,244571,90113,72476,98376,107371,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,110.4000015258789,0.036778685943959014,-8995,-2.3939467630889686,17637,2.2117596405691256,0.029186330784896013,0.03412284963927449,0.013774104490196448,0.031476435018948035,-0.019353992548374457,-0.009968168253082456
2016-07-26,251923,92451,71437,98016,109456,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,113.875,0.04541070088876363,-11440,-0.9997096957529715,21014,1.3807851298804847,0.011784722757769723,0.020605535487650102,0.031476435018948035,0.02063664960808853,-0.019446880626205816,-0.006470679118342345
2016-08-02,252242,96450,64595,95574,115515,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,116.2249984741211,0.07905503445104305,-19941,-3.3744437784561154,31855,4.3032990239080995,0.04027211271075234,0.0673165885311559,0.02063664960808853,0.00645300073001942,-0.018271386799282287,0.006004985201444571
2016-08-09,239760,94252,57741,91912,113992,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,116.9749984741211,0.0920920920920921,-22080,-0.8479951792326418,36511,1.8458464490449646,0.025181638044914134,0.05955537426065674,0.00645300073001942,-0.01260951907126906,-0.017332665079697,0.017923458314403812
2016-08-16,241313,94215,60354,91165,111366,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,115.5,0.08371285425982024,-20201,0.7837003670337004,33861,-1.105271938605272,0.016654240585391868,0.017144446816632054,-0.01260951907126906,-0.01948051948051943,-0.016407130536889716,0.011423642591717227
2016-08-23,246157,96229,63232,85793,109234,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,113.25,0.09522784239326934,-23441,-1.342654560674311,32997,-0.3580412161798162,0.038476723735687876,0.030678347683759665,-0.01948051948051943,-0.015452538631346546,-0.014615617193541385,-0.0012508790765461244
2016-08-30,255282,99376,79307,88731,101112,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,111.5,0.048499306649117446,-12381,4.49306743257352,20069,-5.251932709612158,0.05825866637168608,0.10757598652362005,-0.015452538631346546,-0.10291478452126546,-0.01332096467340934,-0.010325519281956888
2016-09-06,263449,103396,87930,93864,103277,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,100.0250015258789,0.03572987561159845,-9413,1.1626358301799578,15466,-1.8031040183013294,0.037019189311203654,0.06608092993111234,-0.10291478452126546,0.04648839245131953,-0.01188796511644443,-0.03834001512480833
2016-09-13,260424,105072,92113,93811,99753,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,104.6750030517578,0.022816637483488465,-5942,1.3175225565479465,12959,-0.9516073319693754,0.018479675972804862,0.02971321347972716,0.04648839245131953,0.0286601376884279,-0.01033623655674574,-0.0231047330477165
2016-09-20,261549,106055,91423,93686,100325,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,107.6750030517578,0.02538338896344471,-6639,-0.26764046324455504,14632,0.642413909624305,0.003592579802176165,0.008471829773443117,0.0286601376884279,-0.03575580213046248,-0.00816688375339334,-0.010863492894493277
2016-09-27,266390,108690,90669,97028,104795,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,103.8249969482422,0.029156499868613687,-7767,-0.4312767397313696,18021,1.2957419068702232,0.03870718401767886,0.016999483344117897,-0.03575580213046248,-0.018540770324538713,-0.005916078258715916,-0.016007960570043094
2016-10-04,264662,106085,88527,97539,107592,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,101.9000015258789,0.03798429695233921,-10053,-0.8581403205826045,17558,-0.173805323022636,0.016126280279431193,0.02439212381559205,-0.018540770324538713,-0.04317960215890149,-0.0037835547196030522,0.005199448829422164
2016-10-11,263180,101266,84926,97274,106250,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,97.5,0.034105935101451476,-8976,0.40693412730199274,16340,-0.4602096258624207,0.007895874687997484,0.04522213628942167,-0.04317960215890149,0.002564102564102555,-0.0008673477703457823,-0.01735371774043078
2016-10-18,268448,102304,88453,99958,106021,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,97.75,0.022585379663845512,-6063,1.1068470248499127,13851,-0.9457405577931453,0.01414221838148549,0.02393096976781979,0.002564102564102555,0.0508951250549472,0.001962508262119451,-0.024014061321125244
2016-10-25,273170,103966,84695,104915,112512,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,102.7249984741211,0.02781052092103818,-7597,-0.5714328287042556,19271,2.019012993205388,0.052652154516228435,0.028728778072839644,0.0508951250549472,0.027257270317343485,0.004496374678493806,-0.002067421860659605
2016-11-01,275224,103692,77495,107338,120637,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,105.5250015258789,0.048320640641804496,-13299,-2.0873448768166343,26197,2.535417505582604,0.04626823116569799,0.041250200069541415,0.027257270317343485,-0.027718578625563817,0.007125199160746803,0.009340465660193463
2016-11-08,273341,98105,74774,105517,116620,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,102.5999984741211,0.040619592377286975,-11103,0.7978955323663633,23331,-1.0413336046275035,0.02628107879371739,0.04805673332215017,-0.027718578625563817,0.028021442911864813,0.009507009624607694,0.013162473156010846
2016-11-15,273699,99302,70720,105013,119594,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,105.4749984741211,0.05327385193223212,-14581,-1.2724033350284076,28582,1.9210436780431768,0.015484824604754081,0.03088423851031043,0.028021442911864813,0.03673856417216026,0.012267434701581188,0.019423942775469823
2016-11-22,282892,106898,60406,106914,135303,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,109.3499984741211,0.10035278480833675,-28389,-5.044958147453955,46492,6.5436848508763275,0.07270340232105922,0.10705063835891551,0.03673856417216026,-0.0038865608440211696,0.015823831070157557,0.015946845169910746
2016-11-29,288547,111137,53789,105954,144366,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,108.9250030517578,0.13312216034129623,-38412,-3.54304823042009,57348,3.8375068930899427,0.040040747842761265,0.06582346021852224,-0.0038865608440211696,0.00849203944409127,0.020230521031716166,0.008254554136837717
2016-12-06,283740,114022,46933,101722,149680,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,109.8499984741211,0.16902093465849016,-47958,-3.308299861027839,67089,3.3758798393329332,0.03797105830502542,0.06052002112391662,0.00849203944409127,0.011606750510599895,0.025433866102642477,0.017192725857576235
2016-12-13,288630,118748,46426,104155,155987,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,111.125,0.17957939230156256,-51832,-1.3653344611263833,72322,1.8442940720377812,0.0335970354652459,0.031681741678472396,0.011606750510599895,0.008773889530898416,0.030534789138929666,0.013150845639067302
2016-12-20,300306,126104,45031,106832,165435,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,112.0999984741211,0.19514428616144866,-58603,-2.3459099885666768,81073,3.0319093649308804,0.04453349102168092,0.05113506880532913,0.008773889530898416,0.025423715547855608,0.03606092504881972,0.006227100959985585
2016-12-27,307654,130382,43393,108241,171345,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,114.9499969482422,0.2051135366353111,-63104,-1.4988045526895901,86989,1.9699906095782302,0.026177991744937158,0.03404402244281399,0.025423715547855608,-0.0006524310590105831,0.04209219218713621,0.013482795987123717
2017-01-03,306995,131698,43111,103432,169060,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,114.875,0.2137754686558413,-65628,-0.8204021400664383,88587,0.5194146671260571,0.026033791817741438,0.00914140576286118,-0.0006524310590105831,0.04047879456695447,0.04802119747245935,0.0112247472836123
2017-01-10,323835,134867,42560,108216,176837,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,119.5250015258789,0.21190112248521623,-68621,-0.9749344451864037,92307,1.2117461196436423,0.04406548957562278,0.02096636926736066,0.04047879456695447,0.00041828422275713706,0.053435334315354535,0.018336839972939088
2017-01-17,336427,139888,45142,114538,183855,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,119.5749969482422,0.20603875432114546,-69317,-0.21492426698781786,94746,0.7531613321598962,0.04470614257036861,0.04109063395125115,0.00041828422275713706,0.0008363462769636065,0.05877494826474387,0.01628378737527411
2017-01-24,349379,144393,48369,119501,189412,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,119.6750030517578,0.20010075018819104,-69911,-0.17656133425676296,96024,0.37987438582515676,0.03405489571497477,0.0401116402610473,0.0008363462769636065,-0.0340505909648845,0.06386234722248385,0.010217867836132117
2017-01-31,350015,143147,46854,120867,191851,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,115.5999984741211,0.20280273702555604,-70984,-0.3071163407073694,96293,0.0769937517709994,0.012167511943668097,0.014531502465776495,-0.0340505909648845,0.017949866825484717,0.06920681450945701,0.0019188663233396137
2017-02-07,338623,137381,40946,120635,193390,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,117.6750030517578,0.21485545872548528,-72755,-0.5059783152150622,96435,0.04056968987043413,0.005639678369556564,0.0654640071329636,0.017949866825484717,-0.00254942038646766,0.07432077364324592,-0.0037184282030933457
2017-02-14,327514,129921,38903,121470,189885,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,117.375,0.2088918336315394,-68415,1.281661316567392,91018,-1.5997141363699452,0.013939072762602174,0.05628939013410415,-0.00254942038646766,0.014696472622969914,0.07921694219825602,-0.00446339570948958
2017-02-21,326967,128504,40135,121894,186335,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,119.0999984741211,0.19708716781815902,-64441,1.2133832446857233,88369,-0.8088203863040969,0.012893011364926727,0.015708110223613753,0.014696472622969914,0.06297229299822082,0.08349259260163394,-0.0009889067828954623
2017-02-28,335075,131697,41506,119078,188838,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,126.5999984741211,0.20819219577706483,-69760,-1.6267696740037985,90191,0.557242779852401,0.017274191662661247,0.02635058284209858,0.06297229299822082,-0.08886256031274486,0.08763565050659589,0.02300074610819378
2017-03-07,338857,131766,41624,119335,189488,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,115.3499984741211,0.2070283334858067,-70153,-0.11728717451316868,90142,-0.014623591733194061,0.002936957415736522,0.0010784935694100005,-0.08886256031274486,0.008452522644288196,0.0913293663349098,-0.0034417196978094983
2017-03-14,349874,135968,42580,119060,192769,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,116.3249969482422,0.2106729851317903,-73709,-1.0494102231914937,93388,0.9579262048592768,0.011403685994567536,0.028888590183032015,0.008452522644288196,0.03073290067849621,0.09418765044515985,-0.0006855529495493149
2017-03-21,367767,145983,42807,123101,203364,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,119.9000015258789,0.21824416002523336,-80263,-1.8732457970583694,103176,2.7975785568518954,0.044831758381449774,0.054250754806928335,0.03073290067849621,0.007297748030563156,0.09695086998665278,0.0033182774249027915
2017-03-28,388405,158463,46448,127038,215406,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,120.7750015258789,0.22751509378097604,-88368,-2.203841018905992,112015,2.4034239069845853,0.04666164394762355,0.07867318006353978,0.007297748030563156,-0.021113666069475623,0.1003315758582509,-0.010651372237515118
2017-04-04,390786,160629,47497,131440,219588,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,118.2249984741211,0.22556591075422355,-88148,0.056641907287496296,113132,0.2875864110915153,0.024453889718199118,0.01544737322583435,-0.021113666069475623,0.042503714026089545,0.10394419881611904,0.006322348092038667
2017-04-11,394324,163709,41672,133569,229948,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,123.25,0.24441575962913745,-96379,-2.1062678806303197,122037,2.278740794194265,0.03435602736598289,0.04335844114109874,0.042503714026089545,0.028600418059869348,0.10791715621775973,0.014745916762872237
2017-04-18,409097,173676,43868,131237,234387,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,126.7750015258789,0.2521406903497215,-103150,-1.7171158742556882,129808,1.9707144378734238,0.01851902500929917,0.055910528444820355,0.028600418059869348,0.024058334732030673,0.11207918789161639,0.014220461756132428
2017-04-25,414477,179489,48975,126524,231091,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,129.8249969482422,0.2522866166277019,-104567,-0.3463726206743144,130514,0.17257520832467604,0.0223955930260196,0.04779746480845998,0.024058334732030673,-0.021374881276451818,0.11642892135292675,0.018342935196317585
2017-05-02,431718,182094,54187,133081,236469,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,127.0500030517578,0.2394804015584247,-103388,0.2844548672182051,127907,-0.6289854443069218,0.03229603571911785,0.03308348957385486,-0.021374881276451818,-0.016332188333686104,0.1205388485479128,0.018278816283104037
2017-05-09,420116,178774,54973,133802,236083,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,124.9749984741211,0.24345894943301374,-102281,0.2564173835698303,123801,-0.9510838093385033,0.0029928220933533394,0.017566000847069694,-0.016332188333686104,-0.02460489686566336,0.12474100285785392,0.0037309521296526294
2017-05-16,416324,175940,49570,133389,239628,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,121.9000015258789,0.2551834628798724,-106239,-0.942120747603043,126370,0.6114977768045016,0.01061077645254774,0.03652609640370715,-0.02460489686566336,0.00963901072727924,0.12809673644289793,-0.009609430981434844
2017-05-23,420815,181214,49476,134809,243953,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,123.0749969482422,0.25936337820657535,-109144,-0.6977738492135932,131738,1.2893803864298,0.015167836266573732,0.023269322467380466,0.00963901072727924,-0.0008125003176978618,0.13179673081334975,-0.013255708927917362
2017-05-30,421529,179433,48540,134866,245632,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,122.9749984741211,0.262771956377853,-110766,-0.38544253413019974,130893,-0.20080082696671936,0.004562441852519593,0.011918078018010906,-0.0008125003176978618,0.058751767137785516,0.13543131052787266,-0.008060038716031928
2017-06-06,414712,182134,47183,132496,246009,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,130.1999969482422,0.27371525299484945,-113513,-0.6516752109582022,134951,0.9626858413062921,0.0072574999009260115,0.017696027769419625,0.058751767137785516,-0.02073730423600162,0.13955060152508988,0.01068604546604273
2017-06-13,413641,184051,48059,130681,243228,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,127.5,0.27208859856735673,-112547,0.23293273404193754,135992,0.2510175736414668,0.012291760829506644,0.012033087760113739,-0.02073730423600162,-0.056078443340226714,0.14357355164756125,0.01164220904535014
2017-06-20,399762,179323,47256,128639,237331,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,120.3499984741211,0.27189177560648586,-108692,0.931967575748052,132067,-0.9488904629860193,0.021693034948219798,0.024410911867384002,-0.056078443340226714,-0.0062318239261238695,0.14796062393931989,-0.004730290392925915
2017-06-27,386092,173084,45304,127353,232728,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,119.5999984741211,0.2729271779783057,-105375,0.8297436975000125,127780,-1.072388070902187,0.016354653536287667,0.037506639558950124,-0.0062318239261238695,-0.039506676709059385,0.1525766554036097,-0.006092472569190106
2017-07-11,371693,161158,46392,133357,227693,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,114.875,0.2538008517782148,-94336,2.859163101022554,114766,-3.3706992115868757,0.03057471264367816,0.0627029631414117,-0.039506676709059385,0.0017409962850245542,0.15690409569897906,-0.031117735661493718
2017-07-18,376022,158255,46929,138520,228881,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,115.0749969482422,0.24030774795091778,-90361,1.0694309551161847,111326,-0.9254949649307358,0.017286289367748047,0.016765439800374298,0.0017409962850245542,-0.01651091850420794,0.16129616967012142,-0.025337281940671568
2017-07-25,372859,154001,44144,141544,231146,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,113.1750030517578,0.24031068044488668,-89602,0.20184989176165224,109857,-0.390668631090734,0.01419141914191419,0.03552448964142421,-0.01651091850420794,-0.003313452528280525,0.16521024648744692,-0.015242687470192973
2017-08-01,352122,149377,41744,133197,223057,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,112.8000030517578,0.25519564241938875,-89860,-0.06919505764913814,107633,-0.5964721248514854,0.046135622336872004,0.03675158669115377,-0.003313452528280525,-0.002881246177693586,0.1692445722861128,-0.014502162732172436
2017-08-08,326354,143077,37662,127112,213272,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,112.4749984741211,0.2640077952162376,-86160,1.0507721755527915,105415,-0.6298953203719165,0.046623813105198836,0.05744194667448641,-0.002881246177693586,-0.021560306337067847,0.17280135614698192,-0.0052549382658108705
2017-08-15,310042,133366,39740,123965,200414,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,110.0500030517578,0.2465762703117642,-76449,2.975603179369642,93626,-3.612335071731923,0.049340432025501035,0.06810278095502177,-0.021560306337067847,-0.030213580058447764,0.17577220572812946,-0.01112816992903622
2017-08-22,313561,132456,39476,127853,202311,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,106.7249984741211,0.23745937792008573,-74458,0.6421710606950026,92980,-0.20835886750827307,0.01752159532838226,0.006828280948281879,-0.030213580058447764,-0.013820552777789485,0.17872886964467302,-0.01459818314194108
2017-08-29,316265,133339,46927,128796,195399,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,105.25,0.2105923829699777,-66603,2.5050947024661867,86412,-2.094648250260715,0.024229244744675273,0.046231679850887025,-0.013820552777789485,-0.007838450814652731,0.18094741850191742,-0.01726714411651723
2017-09-05,315133,130670,47509,129390,191930,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,104.4250030517578,0.19845589005277137,-62540,1.2846821494632665,83161,-1.0279354338924636,0.012644715548363003,0.018245696743162773,-0.007838450814652731,0.017716049030940928,0.18383119895198768,-0.018528825872723923
2017-09-12,319502,134143,46307,124489,188929,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,106.2750015258789,0.20168887831688065,-64440,-0.6029200369367854,87836,1.483500617199722,0.02521233624105827,0.025907453588251594,0.017716049030940928,0.015996207234381776,0.18702271823478156,-0.008575800943913707
2017-09-19,326758,136348,43182,124826,194501,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,107.9749984741211,0.21323119862405818,-69675,-1.6384873960100406,93166,1.668221169194559,0.018504542365662784,0.029688631426502535,0.015996207234381776,0.0027784492335947153,0.19068453671825406,0.003008782239884023
2017-09-26,337971,141952,43516,129119,205075,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,108.2750015258789,0.22474117601806073,-75956,-1.922217665673067,98436,1.6128143763886424,0.044486136794795836,0.03201630469946298,0.0027784492335947153,0.007619459123674233,0.1945183403154582,0.007137530787098665
2017-10-03,333751,144570,37487,127745,212514,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,109.0999984741211,0.2539887520936267,-84769,-2.6076201804296817,107083,2.5585035402445775,0.025900857875912172,0.047496113854452175,0.007619459123674233,0.04216313967421592,0.19884203747363158,0.010967181166448703
2017-10-10,329911,145551,33468,125697,213493,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,113.6999969482422,0.26612025667528516,-87796,-0.9069635746409748,112083,1.498122852066361,0.008924201774816475,0.0279299962573805,0.04216313967421592,-0.02220751067947535,0.20322926746830358,0.016994092755096894
2017-10-17,330237,146918,33885,126457,213741,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,111.1750030517578,0.2643071491080648,-87284,0.15519337033321107,113033,0.28795644886045024,0.0029629803820128277,0.009867092913281306,-0.02220751067947535,0.022037300481130728,0.20765621389150768,0.007559737381043154
2017-10-24,335944,153400,33772,125113,218740,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,113.625,0.27869823542018907,-93627,-1.9207417703043572,119628,1.9970506030517476,0.01844683629341608,0.035234971042677324,0.022037300481130728,0.060506050605060535,0.21258146111759121,0.012326808899765247
2017-10-31,354471,167456,39947,126014,226316,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,120.5,0.28296249904787696,-100302,-1.9869382992403495,127509,2.3459267020693924,0.024059830272755656,0.09754439424694918,0.060506050605060535,0.034232365145228316,0.2174882299277227,0.025301934253029977
2017-11-07,382837,178816,40058,128990,239003,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,124.625,0.28736250675875114,-110013,-2.739575310815271,138758,3.1734612986675916,0.04256330962817227,0.052409148642598026,0.034232365145228316,-0.04112337011033096,0.22208518889151016,0.023366906315840527
2017-11-14,386037,176150,37607,131206,240235,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,119.5,0.28243147677554226,-109029,0.2570284481385028,138543,-0.05615967108717287,0.009282766307435098,0.023938397339034512,-0.04112337011033096,-0.012761519045011771,0.22673541743763048,0.01873645769839966
2017-11-21,379776,164709,34720,134348,238604,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,117.9749984741211,0.27451971688574317,-104256,1.236409981426651,129989,-2.2158497760577354,0.012797893562710484,0.0718451178113514,-0.012761519045011771,0.014197949340302385,0.23099014560981337,0.010161577498169306
2017-11-28,378955,162888,34144,138164,242246,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,119.6500015258789,0.274655302080722,-104082,0.045816481294236606,128744,-0.32782482305358945,0.019605162850608555,0.012165536562588819,0.014197949340302385,-0.026953601612980993,0.23434211709582076,-0.0013645742755870338
2017-12-05,361073,157125,32587,137501,237761,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,116.4250030517578,0.27767238203908906,-100260,1.008563021994696,124538,-1.109894314628386,0.013718415400440226,0.03858480222653285,-0.026953601612980993,-0.0023620486894609938,0.23712192905154755,-0.016800476328614145
2017-12-12,338330,138271,27431,136852,227327,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,116.1500015258789,0.26741642774805663,-90475,2.709978314634437,110840,-3.793692688182168,0.03043283659958427,0.14489867352234734,-0.0023620486894609938,0.033146779367568824,0.23901415007250074,-0.006994207546089463
2017-12-19,334657,131439,27917,138568,222644,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,120.0,0.2512303642236678,-84076,1.8913486832382587,103522,-2.1629769751426124,0.017715358293744394,0.04592233740806747,0.033146779367568824,0.012499999999999956,0.24039205337869513,0.004497142281365966
2017-12-26,331898,125209,30474,139636,215549,057642,LIVE CATTLE - CHICAGO MERCANTILE EXCHANGE,121.5,0.22872388504902108,-75913,2.4392138816758653,94735,-2.6256734507271626,0.022982389459014315,0.056441615333723015,0.012499999999999956,,0.24103781489576376,0.004074470326976349
