,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,PA_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w,Basis
2016-07-05,21620,14011,7581,5739,12535,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,603.1500244140625,0.31433857539315446,-6796,-13.013508512213177,6430,10.705033308660251,0.15393455182226112,0.10911448684698036,0.05399742143130193,0.04285828490357724,0.2371955432980667,0.02220246771106296
2016-07-12,22949,15000,6961,5653,14552,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,629.0,0.3877728877075254,-8899,-9.727104532839963,8039,7.44218316373728,0.10408314773570898,0.07326624470652521,0.04285828490357724,0.044356159640798865,0.24105886296250478,0.03977837895571319
2016-07-19,23595,16557,6265,4537,15845,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,656.9000244140625,0.47925407925407926,-11308,-10.497189420018302,10292,9.817421238398188,0.11819252281424787,0.09872053281920953,0.044356159640798865,0.05221492847951015,0.2472376833537653,0.04259504004443023
2016-07-26,26677,19628,6173,4265,18830,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,691.2000122070312,0.5459759343254489,-14565,-13.803771985590169,13455,13.405382496291587,0.14102619614635203,0.12259214759117863,0.05221492847951015,0.03645835035009126,0.2549882610220858,0.047223889261799386
2016-08-02,29287,22416,7187,4071,20377,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,716.4000244140625,0.5567658005258306,-16306,-6.526221089327885,15229,6.6499231547775235,0.07121236910994765,0.12843292909502416,0.03645835035009126,-0.032523796809166616,0.2635375094561829,0.04303260293377218
2016-08-09,30272,22727,6961,4897,21423,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,693.0999755859375,0.5459170190274841,-16526,-0.751186533274149,15766,1.8335780380373545,0.07112462006079028,0.018088116410670978,-0.032523796809166616,0.0157986042313365,0.2716575849454129,0.024815932220640526
2016-08-16,29123,21560,6337,4832,21232,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,704.0499877929688,0.563128798544106,-16400,0.4162262156448203,15223,-1.7937367864693445,0.009821976672805401,0.06420045166146897,0.0157986042313365,-0.007243769156114466,0.27932277929956223,0.017827169091210446
2016-08-23,27809,20637,5747,4309,20481,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,698.9500122070312,0.5815383508935956,-16172,0.7828863784637572,14890,-1.143426158019435,0.05139169019766035,0.057345360824742266,-0.007243769156114466,-0.03004506707667065,0.2880410584852664,0.0031174827511010615
2016-08-30,25545,20052,6254,3538,18178,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,677.9500122070312,0.5731062830299471,-14640,5.509007875148334,13798,-3.926786292207559,0.14155461410941242,0.041511442256519426,-0.03004506707667065,0.03429456387840579,0.2953927699048143,-0.013595508723611184
2016-09-06,25451,19541,6289,3568,18015,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,701.2000122070312,0.5676397783977054,-14447,0.7555294578195341,13252,-2.1374045801526718,0.008942223045915767,0.02113821138211382,0.03429456387840579,-0.06431836257267187,0.3028891065202358,0.0031959704107284532
2016-09-13,24477,18405,5538,3659,16699,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,656.0999755859375,0.5327450259427218,-13040,5.528270009036973,12867,-1.5127106989902166,0.06911287945770704,0.07881217892494675,-0.06431836257267187,0.04244785498768233,0.30987664572302787,-0.016971361022217878
2016-09-20,24674,18489,5969,3433,17351,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,683.9500122070312,0.5640755451082111,-13918,-3.587040895534584,12520,-1.4176573926543286,0.042244033872209395,0.021056505029029355,0.04244785498768233,0.023685959379919685,0.3166934910629667,-0.004414984412434568
2016-09-27,26048,19499,5872,3669,18444,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,700.1500244140625,0.5672220515970516,-14775,-3.4732917240820296,13627,4.486504012320661,0.060100393433726765,0.04363249379212487,0.023685959379919685,-0.0023566726508984503,0.3210358851380702,0.008986999590978198
2016-10-04,27978,20944,6893,4057,19224,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,698.5,0.5421045106869683,-15167,-1.5049140049140048,14051,1.6277641277641277,0.05016966625144968,0.08858713223407695,-0.0023566726508984503,-0.07358629121555116,0.3228336835442058,-0.0001353143685683269
2016-10-11,25107,19325,6886,3495,16428,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,647.0999755859375,0.5151153064882303,-12933,7.984845235542212,12439,-5.761669883479877,0.16854891331626762,0.062035023463431385,-0.07358629121555116,-0.013521867300453905,0.323550993947712,-0.002455299156239428
2016-10-18,22997,16076,6574,4518,14737,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,638.3499755859375,0.444362308127147,-10219,10.80973433703748,9502,-11.697932847413071,0.140950402492859,0.15721854304635763,-0.013521867300453905,-0.007127732383466201,0.32279997569651664,-0.016581433222546734
2016-10-25,21605,14185,6415,5033,13402,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,633.7999877929688,0.387364036102754,-8369,8.044527547071358,7770,-7.531417141366265,0.10035259018171956,0.09951456310679611,-0.007127732383466201,-0.0003944462051357345,0.3204490804501786,-0.02444448778565926
2016-11-01,22766,13369,8400,6959,12506,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,633.5499877929688,0.24365281560221383,-5547,13.061791252024992,4969,-12.964591529738486,0.14497816593886462,0.12866920850751068,-0.0003944462051357345,0.04956203144040372,0.31598959398135745,-0.023941918314895814
2016-11-08,22296,12922,6637,7099,14030,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,664.9500122070312,0.31086293505561535,-6931,-6.079240973381358,6285,5.780549942897303,0.07875431870888353,0.11299146173117235,0.04956203144040372,0.06083165871788454,0.31424146574339845,0.007104201682977509
2016-11-15,23177,13937,4807,6819,16770,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,705.4000244140625,0.42934806057729646,-9951,-13.54503049874417,9130,12.760136347326876,0.12802577472550766,0.15178190354246693,0.06083165871788454,0.054295416029766175,0.31670516950226413,0.025392736122217933
2016-11-22,27518,17212,4845,6084,19301,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,743.7000122070312,0.48030380114833926,-13217,-14.091556284247314,12367,13.966432238857488,0.1286586566870199,0.15020175001133426,0.054295416029766175,0.026825348769091484,0.3215932370738963,0.04025255081385913
2016-11-29,26153,19390,5131,4527,19499,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,763.6500244140625,0.5724773448552747,-14972,-6.377643724107856,14259,6.875499672941348,0.0730458669774411,0.10048529831572937,0.026825348769091484,-0.03810650912166447,0.3278815576321198,0.04676775260578314
2016-12-06,27640,21391,5767,3823,20411,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,734.5499877929688,0.6001447178002894,-16588,-6.179023438993615,15624,5.219286506328146,0.06668317240240984,0.09709846085867885,-0.03810650912166447,-0.00673883641589057,0.3336896577829092,0.025630200818367223
2016-12-13,27269,20931,5792,3775,19948,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,729.5999755859375,0.5930910557776229,-16173,1.5014471780028944,15139,-1.7547033285094067,0.02154027736795515,0.01814915989971186,-0.00673883641589057,-0.07983827021542833,0.3394727663142098,0.009027979692665094
2016-12-20,25156,19143,4106,4029,19677,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,671.3499755859375,0.6220384798855144,-15648,1.92526311929297,15037,-0.37405112031977705,0.02214629207795495,0.14942578175405394,-0.07983827021542833,0.004394149570731143,0.34521484769415195,-0.024768796406907052
2016-12-27,24290,17962,3776,4304,19258,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,674.2999877929688,0.6156442980650474,-14954,2.758785180473843,14186,-3.3828907616473205,0.02945420592479416,0.06950961449995399,0.004394149570731143,0.051905680904069884,0.3508788508779099,-0.030533814953924102
2017-01-03,24483,17830,3566,4363,19650,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,709.2999877929688,0.6243924355675367,-15287,-1.3709345409633593,14264,0.3211198023878139,0.018781493357764543,0.01598429613011778,0.051905680904069884,0.0780347350538082,0.35777068741550255,-0.0075981117205016074
2017-01-10,26971,19911,3615,4579,21902,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,764.6500244140625,0.6422824515220051,-17323,-8.315974349548666,16296,8.299636482457215,0.09319889732260866,0.09053812802856415,0.0780347350538082,-0.016020400979372185,0.36781644572137784,0.013532100559927497
2017-01-17,28383,21025,4632,4990,22391,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,752.4000244140625,0.6130782510657788,-17401,-0.28919951058544363,16393,0.3596455452152312,0.032869508053029475,0.08305725532992946,-0.016020400979372185,0.05695105554961577,0.3762641660987226,0.029149535141353284
2017-01-24,30826,22279,4702,5057,23679,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,795.25,0.6041004346979822,-18622,-4.301870838177782,17577,4.171511115808759,0.047153396436525614,0.049071568881805715,0.05695105554961577,-0.05143039850872366,0.38514371408059167,0.04183054269127726
2017-01-31,28488,19402,3629,5556,22311,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,754.3499755859375,0.5881423757371524,-16755,6.0565756179848185,15773,-5.852202686044248,0.06699680625829835,0.1715079675220355,-0.05143039850872366,0.013455325435887344,0.393872449348704,0.01674280156395467
2017-02-07,29331,19791,3828,5586,22538,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,764.5,0.577955064607412,-16952,-0.6915192361696153,15963,0.6669474866610503,0.009138102688095577,0.024895211482281215,0.013455325435887344,0.02151734755661372,0.4014728539649883,0.000738622525560981
2017-02-14,30408,20450,3735,5867,23476,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,780.9500122070312,0.5790910286766641,-17609,-2.23995090518564,16715,2.563840305478845,0.041543127832873256,0.031093653090758736,0.02151734755661372,-0.002689079439487929,0.4089404840418523,0.010072434792582899
2017-02-21,30322,20313,3622,5837,23429,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,778.8499755859375,0.5801728118198008,-17592,0.05590634043672718,16691,-0.07892659826361484,0.002631039431422128,0.010444955086693127,-0.002689079439487929,-0.010464099164636864,0.4178597344292129,-0.004798194183498075
2017-02-28,27645,20395,3854,4913,22487,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,770.7000122070312,0.6357026587086272,-17574,0.059362838862871845,16541,-0.49469032385726536,0.0681021897810219,0.012948987587116994,-0.010464099164636864,0.007849990524385175,0.42869492092556594,0.005440049658155062
2017-03-07,27966,21374,4338,4403,22070,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,776.75,0.6317313881141386,-17667,-0.3364080303852414,17036,1.7905588714053173,0.03501680957957164,0.05689950217797138,0.007849990524385175,-0.04390083757442875,0.43655659711518396,0.004045346410693499
2017-03-14,27837,20937,4359,4755,21786,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,742.6500244140625,0.6118116176312103,-17031,2.274190087963956,16578,-1.6377029249803332,0.023962925285407482,0.018105629348513598,-0.04390083757442875,0.06328687599126126,0.4428024235322286,-0.012377290015159586
2017-03-21,29594,22859,4694,4487,23289,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,789.6500244140625,0.6353314861120497,-18802,-6.362036138951755,18165,5.701045371268456,0.0637600806451613,0.08191485500671433,0.06328687599126126,0.006268537983707301,0.44774047188868676,0.004184216388658219
2017-03-28,32450,25824,5292,4070,25352,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,794.5999755859375,0.6558397534668721,-21282,-8.380077042643778,20532,7.9982428870717035,0.08429066684793692,0.1145070060419077,0.006268537983707301,0.015542457841112967,0.45436129168704276,0.00834125652300931
2017-04-04,33938,26795,5728,4132,26044,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,806.9500122070312,0.6456479462549355,-21912,-1.941448382126348,21067,1.6486902927580895,0.024986744432661717,0.04326169172585555,0.015542457841112967,-0.0049569365381876285,0.46221350480386547,0.01024658257066372
2017-04-11,34518,27058,6088,4269,25882,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,802.9500122070312,0.6261370878961701,-21613,0.8810183275384526,20970,-0.2858153102716719,0.009916752346522503,0.01879563144874193,-0.0049569365381876285,-0.03997762766434476,0.4720635669170447,0.01983716965985362
2017-04-18,33619,25060,5685,4544,24373,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,770.8499755859375,0.5898152830244802,-19829,5.168317979025436,19375,-4.620777565328234,0.06169381332780026,0.07809399902423159,-0.03997762766434476,0.03327498894264802,0.4804961247958891,-0.005797666128290512
2017-04-25,34121,25031,5114,4482,24774,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,796.5,0.5947070718912106,-20292,-1.3771974181266546,19917,1.6121835866623042,0.01582581350834017,0.019903798308177144,0.03327498894264802,0.02128061796237435,0.48627949924930436,0.0009702498007025918
2017-05-02,36686,27316,5823,4448,26438,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,813.4500122070312,0.5994112195387886,-21990,-4.976407490987954,21493,4.618856422730869,0.05497636469597876,0.09034672138567851,0.02128061796237435,-0.024586636793742844,0.49131691918093956,0.0024023726661802284
2017-05-09,37329,26380,5771,5583,26518,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,793.4500122070312,0.5608240242170967,-20935,2.8757564193425287,20609,-2.4096385542168677,0.03784928818416872,0.030729992846256726,-0.024586636793742844,-0.0020165563003057274,0.4968346178083752,-0.00250530003327091
2017-05-16,37379,25909,6008,6176,26403,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,791.8499755859375,0.5411327215816367,-20227,1.8966487181547858,19901,-1.8966487181547858,0.021731790417139876,0.022182535952627126,-0.0020165563003057274,-0.024815260446735543,0.5023559482096407,0.0069637998163367704
2017-05-23,33324,22714,5184,6245,24352,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,772.2000122070312,0.5433621413995919,-18107,5.671633805077717,17530,-6.343133845207202,0.06928783867699448,0.14406050612947166,-0.024815260446735543,0.044030043334011726,0.5094969597248661,-0.007562986312792058
2017-05-30,29926,22842,4926,4760,23225,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,806.2000122070312,0.6170219875693377,-18465,-1.0743008042251831,17916,1.1583243308126274,0.09333571556190816,0.013900893114376261,0.044030043334011726,0.057181809585608256,0.5183835947011658,-0.0018488105491663586
2017-06-06,34586,27455,6141,4507,26254,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,852.2999877929688,0.6287804313884231,-21747,-10.967052061752321,21314,11.354674864666176,0.10669354052208965,0.1734730325038695,0.057181809585608256,0.016367490797641437,0.5274484913217001,0.01842423563616334
2017-06-13,36107,28735,7138,4453,26465,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,866.25,0.6096324812363254,-22012,-0.7662059792979818,21597,0.8182501590238824,0.008571058930073096,0.06347392189111588,0.016367490797641437,0.02181821000180384,0.5371559985519534,0.022926195655279622
2017-06-20,36559,28887,7141,4567,26507,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,885.1500244140625,0.6001258240105035,-21940,0.19940731714072063,21746,0.41266236463843575,0.005020274184205445,0.004302209392694571,0.02181821000180384,-0.011184572265719561,0.547240027609346,0.03425589770315247
2017-06-27,35760,28219,7180,4622,26094,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,875.25,0.6004474272930649,-21472,1.2801225416450122,21039,-1.9338603353483412,0.015236358900898554,0.019972315602135655,-0.011184572265719561,-0.019765767258461908,0.5552436000951533,0.02082733203811218
2017-07-11,33097,25308,6654,4647,23693,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,857.9500122070312,0.5754600114814031,-19046,6.784116331096198,18654,-6.669463087248322,0.08560338743824983,0.10753394656154183,-0.019765767258461908,0.013345780108536598,0.5602651661737734,0.001807206337277474
2017-07-18,33495,25585,6486,4481,24094,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,869.4000244140625,0.5855500821018063,-19613,-1.7131462066048282,19099,1.344532737106082,0.01984251968503937,0.01387546381466122,0.013345780108536598,-0.008569141934464786,0.5640685737582788,0.0010528581967799498
2017-07-25,33529,25444,6155,4503,24195,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,861.9500122070312,0.5873124757672462,-19692,-0.23585609792506346,19289,0.5672488431109121,0.0042860129625757895,0.014937181556378366,-0.008569141934464786,0.04228784928455487,0.5661466198450705,-0.006564927394496846
2017-08-01,34842,27194,6459,3873,25309,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,898.4000244140625,0.6152344871132541,-21436,-5.201467386441587,20735,4.312684541739986,0.05976286752107463,0.06103467744331857,0.04228784928455487,0.00556544953709337,0.5674785150909899,0.006801497337774832
2017-08-08,35434,27922,6656,4410,26215,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,903.4000244140624,0.6153694192018965,-21805,-1.0590666437058722,21266,1.5240227311864991,0.04711836734693878,0.02675111342472092,0.00556544953709337,-0.007029041896708166,0.5686055077578372,0.013071676410370365
2017-08-15,35126,27931,6465,4194,26296,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,897.0499877929688,0.6292205204122303,-22102,-0.8381780211096688,21466,0.5644296438448947,0.009740898655296818,0.005814629608093964,-0.007029041896708166,0.04202665706488151,0.5702074981690823,0.008031440214634542
2017-08-22,36674,29046,5773,4091,28001,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,934.75,0.6519605169875116,-23910,-5.147184421795821,23273,5.144337527757217,0.056338028169014086,0.051896952813119276,0.04202665706488151,0.013586533519156285,0.5719158004468402,0.02050113671054432
2017-08-29,35003,28949,5480,3489,27677,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,947.4500122070312,0.6910264834442762,-24188,-0.7580302121393904,23469,0.5344385668320881,0.02971186549444908,0.011327659821661971,0.013586533519156285,0.016465222845475802,0.5740213414574302,0.013446587616454318
2017-09-05,34977,29204,4236,3293,29034,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,963.0499877929688,0.7359407610715614,-25741,-4.436762563208868,24968,4.282490072279519,0.04804033779812541,0.044826555023923444,0.016465222845475802,-0.014537147788230564,0.5771527737274612,0.016131527324652433
2017-09-12,33331,27421,4115,3383,27512,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,949.0499877929688,0.7239206744472113,-24129,4.608742888183664,23306,-4.751693970323355,0.05217672762582942,0.06037544393708777,-0.014537147788230564,-0.045677231066351465,0.5801581755745671,0.014282829448503955
2017-09-19,31864,26060,3644,3612,26549,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,905.7000122070312,0.7198405724328396,-22937,3.5762503375236268,22416,-2.6701869130839158,0.03952123603328802,0.061675195259897654,-0.045677231066351465,0.00993706511946324,0.5837561668532232,-0.007569230103607907
2017-09-26,30568,24571,3928,3791,25203,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,914.7000122070312,0.7004710808688825,-21412,4.785965352749184,20643,-5.564273160933969,0.0525970890529075,0.06221270921786729,0.00993706511946324,0.0036077268491627734,0.5863791579255438,-0.008488952137029207
2017-10-03,30590,24462,3944,3859,24963,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,918.0,0.68989865969271,-21104,1.0075896362208845,20518,-0.408924365349385,0.01068628131288599,0.004400478772090403,0.0036077268491627734,0.018246187363834432,0.588738323465845,-0.011735994891363863
2017-10-10,31198,24740,3951,3928,25349,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,934.75,0.6866145265722162,-21421,-1.0362863680941483,20789,0.8859104282445244,0.01554120982341087,0.009933428601303545,0.018246187363834432,0.04525272831555904,0.591517362232869,-0.0034776027906208307
2017-10-17,35235,27601,4543,3863,27538,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,977.0499877929688,0.6719171278558251,-23675,-7.224822103981024,23058,7.272902109109558,0.07178115346645011,0.10742284718765555,0.04525272831555904,-0.015096464033860113,0.5945327818745535,0.019077783201340712
2017-10-24,33411,26000,4385,3694,26002,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,962.2999877929688,0.6676842955912723,-22308,3.879665105718746,21615,-4.095359727543635,0.0574151400862069,0.05789040645055126,-0.015096464033860113,0.01896497997662494,0.5988274354796328,0.012918737231480303
2017-10-31,34052,26232,4885,3626,25721,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,980.5499877929688,0.6488605661928815,-22095,0.6375145910029631,21347,-0.8021310346891743,0.01189218659488193,0.023524118648970017,0.01896497997662494,0.01524655794518015,0.603856214904443,0.01670160635730419
2017-11-07,35650,27397,4609,3841,27281,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,995.5,0.6575035063113605,-23440,-3.949841419006226,22788,4.231763185715963,0.05703360966518861,0.045022808223458104,0.01524655794518015,-0.008588636657929416,0.611814882033465,0.015963847571889817
2017-11-14,36128,27159,4696,4453,27557,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,986.9500122070312,0.6395039858281665,-23104,0.9424964936886395,22463,-0.9116409537166901,0.027741330834114338,0.010202479987443102,-0.008588636657929416,0.011094799201171845,0.6181349022406295,0.0026281526867190717
2017-11-21,34806,26958,4439,4234,27407,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,997.9000244140624,0.6657760156294892,-23173,-0.19098759964570416,22519,0.1550044286979628,0.011662084004930313,0.014587380959964327,0.011094799201171845,0.024200784435381095,0.6226815936839409,0.009137550256550778
2017-11-28,35677,29139,4608,3860,28732,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,1022.0499877929688,0.6971438181461446,-24872,-4.881342297305062,24531,5.78061253806815,0.05212935689739814,0.06963581948025009,0.024200784435381095,-0.029646287515152747,0.6268515940108217,0.010433754807700294
2017-12-05,33706,28082,4500,3331,27344,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,991.75,0.7124250875215096,-24013,2.407713653053788,23582,-2.6599770160047087,0.06249388753056235,0.03575593886194831,-0.029646287515152747,0.024149243465622527,0.6295428967544031,-0.0007351052578085018
2017-12-12,34124,28173,4357,3240,27650,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,1015.7000122070312,0.7153323174305474,-24410,-1.1778318400284815,23816,0.6942384145256038,0.012852055681450307,0.007193359975407316,0.024149243465622527,0.015998758264789137,0.6317580429011389,0.007422023412232991
2017-12-19,35321,28988,4525,3280,28514,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,1031.949951171875,0.7144191840548116,-25234,-2.414722775758997,24463,1.8960262571796975,0.028433037680065422,0.02933190105332259,0.015998758264789137,0.025001259798332898,0.6340912761372386,0.008638207685710298
2017-12-26,36407,29957,4459,3371,29597,075651,PALLADIUM - NEW YORK MERCANTILE EXCHANGE,1057.75,0.7203559754992171,-26226,-2.8085275048837803,25498,2.9302681124543475,0.0356102887648629,0.030073221757322174,0.025001259798332898,,0.635981997206733,0.008836585624980403
