,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,PL_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w
2015-01-06,66275,45565,18265,13156,44335,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1220.800048828125,0.4704488872123727,-31179,,27300,,,,,0.02178896995578561,
2015-01-13,66358,46360,17828,12817,45480,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1247.4000244140625,0.4922239971066036,-32663,-2.239155035835534,28532,1.8589211618257262,0.025455855361339347,0.019193618744936747,0.02178896995578561,0.03174601155274037,
2015-01-20,67945,49136,16064,11601,49221,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1287.0,0.5536831260578409,-37620,-7.4700865004973025,33072,6.841676964344917,0.08150011508993456,0.0696319018404908,0.03174601155274037,-0.016083878144425023,
2015-01-27,65908,47515,12672,11734,50419,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1266.300048828125,0.5869545426958791,-38685,-1.56744425638384,34843,2.606519979395099,0.021414895499814974,0.08329041155066709,-0.016083878144425023,-0.02298041264641837,
2015-02-03,64831,46193,13797,12476,47804,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1237.199951171875,0.5449244959972852,-35328,5.0934636159495055,32396,-3.7127511076045394,0.05569011280690113,0.04079013168861477,-0.02298041264641837,-0.022550843392228792,
2015-02-10,64849,45418,16091,13309,45432,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1209.300048828125,0.4953507378679702,-32123,4.943622649658343,29327,-4.733846462340547,0.054561549854445786,0.04989513729698093,-0.022550843392228792,-0.0242289321467557,
2015-02-17,67715,46690,19530,14284,44406,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1180.0,0.44483497009525214,-30122,3.085629693595892,27160,-3.3416089685268857,0.03409439427500426,0.0711416490486258,-0.0242289321467557,-0.011355952893273291,
2015-02-24,69019,47127,22945,14693,41417,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1166.5999755859375,0.38719772816181053,-26724,5.01809052647124,24182,-4.397843904600163,0.060559615041882016,0.054972028770407584,-0.011355952893273291,0.020658302837553988,
2015-03-03,68794,47907,24366,13245,39763,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1190.699951171875,0.38546966305201036,-26518,0.2984685376490531,23541,-0.9287297700633159,0.058519468759432536,0.030453973129661145,0.020658302837553988,-0.05055845606832088,
2015-03-10,69341,48560,26542,13071,37393,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1130.5,0.3507592910399331,-24322,3.1921388493182548,22018,-2.2138558595226328,0.050412175015852885,0.037668770472157866,-0.05055845606832088,-0.031667446995245485,
2015-03-17,72020,50983,30049,13788,36444,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1094.699951171875,0.31457928353235215,-22656,2.402618941174774,20934,-1.563288674809997,0.033166109253065776,0.07318096554447626,-0.031667446995245485,0.04366497758308574,
2015-03-24,72949,51655,29495,13989,38221,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1142.5,0.33217727453426366,-24232,-2.188281033046376,22160,1.7023049153013052,0.03788546255506608,0.015107825015403574,0.04366497758308574,8.750598331519477e-05,
2015-03-31,68848,51053,26280,12081,38365,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1142.5999755859375,0.3817685335812224,-26284,-2.8129240976572674,24773,3.5819545161688304,0.04067715973516235,0.04935797137056625,8.750598331519477e-05,0.02686861009816166,
2015-04-07,68260,50419,22025,11835,42196,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1173.300048828125,0.44478464693817754,-30361,-5.921740646060888,28394,5.259412038112944,0.07545668227499028,0.06748661034730274,0.02686861009816166,-0.01670510256590063,
2015-04-14,68699,50393,21026,12594,43707,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1153.699951171875,0.45288868833607476,-31113,-1.1016700849692351,29367,1.42543217111046,0.04031899966252819,0.014351923157703133,-0.01670510256590063,-0.0016467906944264143,
2015-04-21,68668,50733,23354,12050,41282,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1151.800048828125,0.42570047183549836,-29232,2.7380311212681407,27379,-2.8937830244981733,0.05567014175354384,0.03601171595556575,-0.0016467906944264143,0.004948733226460833,
2015-04-28,70799,51324,26089,13100,40554,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1157.5,0.38777383861353976,-27454,2.589270111259976,25235,-3.1222694704957186,0.03313825623439073,0.04296435999121594,0.004948733226460833,-0.008120971416036737,
2015-05-05,70063,50930,25614,13072,40524,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1148.0999755859375,0.3918187916589355,-27452,0.0028248986567606885,25316,0.1144083955988079,0.001082170311217255,0.011352947324414716,-0.008120971416036737,-0.013674724767642754,
2015-05-12,71688,52853,27770,12822,39996,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1132.4000244140625,0.3790592567793773,-27174,0.39678574996788607,25083,-0.33255784080042244,0.014729826952932712,0.05059350309465041,-0.013674724767642754,0.015365616424342532,
2015-05-19,70841,53101,23442,11674,43523,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1149.800048828125,0.44958428028966274,-31849,-6.521314585425733,29659,6.383216158910836,0.08469663206333677,0.05978338972864926,0.015365616424342532,-0.022960535130407522,
2015-05-26,72424,53503,24327,12286,43815,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1123.4000244140625,0.43533911410582127,-31529,0.45171581428833585,29176,-0.6818085571914569,0.016113794763016703,0.01653604008736991,-0.022960535130407522,-0.009880697298121355,
2015-06-02,76650,55445,30528,14438,41011,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1112.300048828125,0.34667971298108285,-26573,6.843035457859273,24917,-5.880647299237822,0.08937942974625332,0.09471578286206135,-0.009880697298121355,-0.004045670954290648,
2015-06-09,77304,56068,33019,14368,38975,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1107.800048828125,0.31831470557797786,-24607,2.564905414220483,23049,-2.4370515329419438,0.03948034418761599,0.03495459494651296,-0.004045670954290648,-0.025546170410501334,
2015-06-16,82478,59094,35778,15394,40921,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1079.5,0.3095007153422731,-25527,-1.1901065921556453,23316,0.34538963054951877,0.05277457160614401,0.060976895185091494,-0.025546170410501334,-0.01139420919696621,
2015-06-23,84121,57276,37794,18320,40303,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1067.199951171875,0.26132594714756124,-21983,4.2969034166686875,19482,-4.648512330560877,0.06045408798594408,0.04032817923635216,-0.01139420919696621,0.010682182286032127,
2015-06-30,77670,56014,34719,14628,38526,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1078.5999755859375,0.30768636539204325,-23898,-2.2764826856551874,21295,2.15522877759418,0.10288971667231064,0.04779958780157165,0.010682182286032127,-0.034767291719646654,0.409647271766647
2015-07-07,78321,56446,34929,15097,38404,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1041.0999755859375,0.2975830237101161,-23307,0.7609115488605639,21517,0.2858246427191966,0.011046522494906638,0.007025991792065664,-0.034767291719646654,-0.01267885071695063,0.40549674406084957
2015-07-14,79889,56809,36383,16404,38735,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1027.9000244140625,0.27952534141120805,-22331,1.2461536497235737,20426,-1.3929852785332157,0.029706741145106005,0.019497381749506396,-0.01267885071695063,-0.0407627428921864,0.40099776539479093
2015-07-21,80783,57445,37306,16489,38374,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,986.0,0.27091095898889617,-21885,0.558274606015847,20139,-0.35924845723441273,0.008129340356888977,0.016453652204198373,-0.0407627428921864,0.0018255454289743955,0.39651201344976006
2015-07-28,79079,56320,37237,16023,36632,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,987.7999877929688,0.2606128049166024,-20609,1.5795402498050333,19083,-1.3072057239765793,0.041933339663849586,0.012762273266564768,0.0018255454289743955,-0.03016803822760772,0.39198203983198815
2015-08-04,79763,55786,37240,16522,36977,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,958.0,0.2564472249037774,-20455,0.19474196689386564,18546,-0.6790677676753626,0.01577599581300585,0.005772579708898587,-0.03016803822760772,0.03486432611071222,0.38760994902785234
2015-08-11,78884,55015,35472,16239,38274,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,991.4000244140624,0.27933421226104155,-22035,-1.9808683224051251,19543,1.249952985720196,0.028983912094362813,0.028059279233481053,0.03486432611071222,0.0015130118651009994,0.38422633225388947
2015-08-18,78564,55833,33754,15840,40007,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,992.9000244140624,0.3076090830405784,-24167,-2.7027027027027026,22079,3.214847117286142,0.03817573011979157,0.028307678569435297,0.0015130118651009994,-0.01692018170514087,0.38190459742924365
2015-08-25,74149,51798,28507,15671,40556,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,976.0999755859376,0.33560803247515136,-24885,-0.9139045873428033,23291,1.5426913089964869,0.012769665818912621,0.11558433472386527,-0.01692018170514087,0.03227128448711514,0.38054293375412335
2015-09-01,69973,49080,24497,13900,40000,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1007.5999755859376,0.37300101467708974,-26100,-1.6385925636218965,24583,1.7424375244440249,0.04317254174397032,0.09144161898419342,0.03227128448711514,-0.005458515416102205,0.3803274503519224
2015-09-08,70035,49031,23665,13751,40808,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1002.0999755859376,0.38633540372670805,-27057,-1.367670387149329,25366,1.1190030440312693,0.017540644073388442,0.012118961153295917,-0.005458515416102205,-0.0437082016366267,0.38049433794566645
2015-09-15,73784,50833,27801,15047,39098,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,958.2999877929688,0.3259649788572048,-24051,4.292139644463482,23032,-3.332619404583423,0.05551759165204544,0.07551440852557417,-0.0437082016366267,-0.021600764343850942,0.37902057148381607
2015-09-22,79193,54537,31695,15605,40240,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,937.5999755859376,0.31107547384238504,-24635,-0.7914995120893418,22842,-0.25750840290577903,0.030441400304414,0.08811114203543928,-0.021600764343850942,-0.02186433504031271,0.37723254259851524
2015-09-29,75469,52667,32771,15177,36688,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,917.0999755859376,0.28503093985609984,-21511,3.944793100400288,19896,-3.7200257598525117,0.07673768437289116,0.03448114422154076,-0.02186433504031271,0.017337285832881966,0.3748683989384533
2015-10-06,74919,51401,31210,15430,38077,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,933.0,0.3022864693869379,-22647,-1.5052538128238084,20191,0.3908889742808306,0.03068757358850244,0.03422062437205699,0.017337285832881966,0.06270096463022501,0.37305385069966546
2015-10-13,71682,51130,24758,13100,41881,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,991.5,0.4015094444909461,-28781,-8.18750917657737,26372,8.250243596417464,0.11156581364471363,0.0885910815939279,0.06270096463022501,0.02763492124464184,0.3737478895726235
2015-10-20,70469,50312,20493,12843,45061,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1018.9000244140624,0.45719394343612085,-32218,-4.794788091850116,29819,4.8087385954632955,0.0593568665377176,0.07178871548619448,0.02763492124464184,-0.029934242093614283,0.3757347003788973
2015-10-27,71052,51736,18220,11876,47934,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,988.4000244140624,0.5074874739627315,-36058,-5.449204614795159,33516,5.246278505442109,0.06420331048319679,0.05284750414546286,-0.029934242093614283,-0.0275192346571983,0.37879871836921897
2015-11-03,70053,51302,16039,11645,48615,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,961.2000122070312,0.5277432800879335,-36970,-1.2835669650396893,35263,2.4587625964082647,0.015134417524062397,0.038832212173861395,-0.0275192346571983,-0.06419060697404755,0.3821838220446443
2015-11-10,71115,49986,20108,13063,45673,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,899.5,0.4585530478801941,-32610,6.223859078126561,29878,-7.687036957732003,0.07423045491691638,0.07682540588352783,-0.06419060697404755,-0.04991664748645086,0.38388091595210094
2015-11-17,74144,51143,28387,13327,39550,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,854.5999755859375,0.3536766292619767,-26223,8.98122758911622,22756,-10.014764817549041,0.12078975736142368,0.11864705142713441,-0.04991664748645086,-0.016498918779245364,0.38322430102405486
2015-11-24,75570,50943,32517,14602,36961,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,840.5,0.2958713775307662,-22359,5.211480362537765,18426,-5.8399870522227015,0.07493745515195004,0.051881140666187396,-0.016498918779245364,-0.006067787728658569,0.38136572818377207
2015-12-01,76282,51856,33111,13807,36857,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,835.4000244140625,0.30216827036522376,-23050,-0.9143840148206961,18745,0.42212518195050946,0.017744354966050844,0.017736297621429496,-0.006067787728658569,0.01316734459963076,0.3797157811458856
2015-12-08,76192,52171,30700,12562,38273,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,846.4000244140625,0.33745012599748003,-25711,-3.488372093023256,21471,3.573582234340998,0.05234582472705813,0.032894498678669254,0.01316734459963076,0.010869507214681162,0.37885321675510186
2015-12-15,76027,50832,29612,13420,38231,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,855.5999755859375,0.3263445881068568,-24811,1.1812263754724905,21220,-0.32943091138177233,0.017424638438752395,0.030170056188155735,0.010869507214681162,0.020102866640747896,0.37780304418213695
2015-12-22,69653,47679,24753,11391,38167,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,872.7999877929688,0.38441991012590987,-26776,-2.5846080997540346,22926,2.243939653018007,0.0422333427499092,0.11061409321846698,0.020102866640747896,0.020394120121357107,0.3779327866516227
2015-12-29,66584,46716,23373,10829,38184,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,890.5999755859375,0.4108344346990268,-27355,-0.831263549308716,23343,0.5986820381031686,0.011813192418337991,0.03342892607969867,0.020394120121357107,-0.0022456771331980097,0.3785655106525343
2016-01-05,65506,46112,22255,10413,38495,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,888.5999755859375,0.4286935547888743,-28082,-1.0918538988345547,23857,0.7719572269614321,0.01486464382105177,0.02518759050419062,-0.0022456771331980097,-0.05750616361680916,0.37776252349054396
2016-01-12,69088,46953,24389,11695,37384,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,837.5,0.37183012968967116,-25689,3.6531004793454036,22564,-1.9738649894666136,0.048758124656166586,0.04170054105575958,-0.05750616361680916,-0.010507448111007456,0.37544725680944907
2016-01-19,70000,48064,27781,11468,34486,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,828.7000122070312,0.3288285714285714,-23018,3.8660838351088467,20283,-3.30158638258453,0.06800278539408974,0.05937108576702485,-0.010507448111007456,0.05611198179683763,0.37112313075888625
2016-01-26,67395,47787,26287,10214,34206,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,875.2000122070312,0.35599080050448845,-23992,-1.3914285714285715,21500,1.7385714285714287,0.034533993696533094,0.02390852390852391,0.05611198179683763,-0.023765982064507196,0.3666815203321287
2016-02-02,66265,46451,24797,10181,34463,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,854.4000244140625,0.36643778767071605,-24282,-0.43029898360412494,21654,0.2285035981897767,0.00649583370665711,0.03966427127779026,-0.023765982064507196,0.0974953012789237,0.3632490836335408
2016-02-09,65426,47497,18995,8616,40384,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,937.7000122070312,0.48555620089872525,-31768,-11.297064815513469,28502,10.334263940239946,0.15277551020408164,0.10298983336341214,0.0974953012789237,-0.0010664391457629874,0.3630607271533631
2016-02-16,64876,47719,15625,7895,43483,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,936.7000122070312,0.5485541648683643,-35588,-5.838657414483539,32094,5.4901721028337365,0.07435088948577212,0.056706238949229604,-0.0010664391457629874,0.006405465914175679,0.365055327052846
2016-02-23,64316,46701,13194,7631,44857,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,942.7000122070312,0.5787984327383544,-37226,-2.5248165731549417,33507,2.1780011098094825,0.031207133058984912,0.057584105517989814,0.006405465914175679,-0.007001205617513162,0.36873995598701026
2016-03-01,66211,47357,15838,8819,43855,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,936.0999755859376,0.5291567866366615,-35036,3.4050625038870574,31519,-3.090988245537658,0.04157648934958424,0.05221932114882506,-0.007001205617513162,0.05640428394955932,0.37150316990209975
2016-03-08,64142,45193,11669,9253,46868,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,988.9000244140624,0.586433226279193,-37615,-3.8951231668453885,33524,3.0281977314947666,0.061420858502164964,0.11137490767120396,0.05640428394955932,-0.02993228424544947,0.37603536096439316
2016-03-15,63234,44496,12631,9458,45386,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,959.2999877929688,0.5681753487048107,-35928,2.6301019612734247,31865,-2.5864488166879736,0.03075997374370943,0.029040558755054527,-0.02993228424544947,0.03856979096301738,0.38091220837155587
2016-03-22,62649,44295,11931,8752,45774,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,996.2999877929688,0.590943191431627,-37022,-1.7300819179555302,32364,0.7891324287566815,0.020063822763452296,0.016024614946821756,0.03856979096301738,-0.03171733009446143,0.38588847600419746
2016-03-29,58313,41766,11760,8238,42286,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,964.7000122070312,0.5838835251144685,-34048,4.747082954237099,30006,-3.7638270363453525,0.07920988045285408,0.05044277547360161,-0.03171733009446143,-0.015237910252950737,0.3897753027644522
2016-04-05,55898,40313,11690,7934,40258,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,950.0,0.5782675587677556,-32324,2.9564591086035703,28623,-2.3716838440827943,0.04838977423638778,0.029286771917004788,-0.015237910252950737,0.05105263157894746,0.39234228183809794
2016-04-12,56899,41109,12267,7826,40819,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,998.5,0.5798520184889013,-32993,-1.1968227843572221,28842,0.3917850370317364,0.013752698119025594,0.025723171462829736,0.05105263157894746,0.01552328492739119,0.3947838843410369
2016-04-19,60387,44464,12525,7272,44050,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1014.0,0.6090383691854208,-36778,-6.65213799891035,31939,5.442977908223344,0.0737500487120533,0.06339819965256453,0.01552328492739119,0.004832371217023956,0.39830961313622776
2016-04-26,62482,46552,11699,7231,47509,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1018.9000244140624,0.6446336544924939,-40278,-5.795949459320715,34853,4.825541921274446,0.0639386189258312,0.05002489227652744,0.004832371217023956,0.05025022077246355,0.4032492249800538
2016-05-03,64158,48276,11398,7278,49909,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1070.0999755859375,0.6644689672371333,-42631,-3.7658845747575302,36878,3.2409333888159786,0.04278944515361883,0.033934376780507425,0.05025022077246355,-0.020185007082268558,0.4084924975873268
2016-05-10,65493,50094,11717,7168,50645,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1048.5,0.663841937306277,-43477,-1.3186196577200038,38377,2.336419464447146,0.014633386954491205,0.034573134231771045,-0.020185007082268558,0.0049594193341677695,0.4139690875974595
2016-05-17,66689,51796,12392,6425,51028,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1053.699951171875,0.6688209449834306,-44603,-1.7192677079993284,39404,1.568106515200098,0.01959862844411954,0.03703184395837228,0.0049594193341677695,-0.04745178066036371,0.41818517730310883
2016-05-24,64186,48455,11959,7600,48559,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,1003.7000122070312,0.638129810238993,-40959,5.464169503216422,36496,-4.360539219361514,0.06488719528481633,0.06246896414738306,-0.04745178066036371,-0.024907840685413185,0.4220849983825929
2016-05-31,61795,45266,13006,8095,44106,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,978.7000122070312,0.5827494133829598,-36011,7.708846165830555,32260,-6.599569999688406,0.0947874561790004,0.07269357495881384,-0.024907840685413185,0.020128754430692508,0.4266248003133982
2016-06-07,63185,45688,14587,8975,44544,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,998.4000244140624,0.5629342407216903,-35569,0.7152682255845942,31101,-1.8755562747795127,0.02462676806367832,0.033231024471173785,0.020128754430692508,-0.026943132768700973,0.43132902214308505
2016-06-14,66103,46573,16197,10396,45061,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,971.5,0.5244088770555043,-34665,1.430719316293424,30376,-1.1474242304344386,0.03494599419369962,0.03974828739843875,-0.026943132768700973,0.009881601220728342,0.43546187140680104
2016-06-21,64950,45372,16073,9500,43857,076651,PLATINUM - NEW YORK MERCANTILE EXCHANGE,981.0999755859376,0.5289761354888376,-34357,0.4659395186300168,29299,-1.6292755245601562,0.039357535093802125,0.021564000325494343,0.009881601220728342,-0.0026500618190158365,0.440608990413364
