,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,RR_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w,Basis
2016-07-05,9580,2351,2276,4902,5256,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,1028.5,0.036951983298538625,-354,1.2372863583936249,75,1.1114606270315612,0.03366804489072652,0.11022260644045818,-0.03653395784543323,0.043753038405444755,-0.06896760887152784,-0.03306187405226161
2016-07-12,9492,2291,2276,4898,5180,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,1073.5,0.02970922882427307,-282,0.7515657620041754,15,-0.6263048016701461,0.007938082952966859,0.013137727173199037,0.043753038405444755,0.004657661853749495,-0.06300673555287675,-0.012180779976371564
2016-07-19,9820,2285,2515,5004,5100,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,1078.5,0.009775967413441956,-96,1.9595448798988624,-230,-2.5811209439528024,0.01840855106888361,0.051041666666666666,0.004657661853749495,-0.07046824292999532,-0.05768156874005897,-0.005089983948297128
2016-07-26,9855,1945,3218,5353,4376,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,1002.5,-0.0991374936580416,977,10.926680244399185,-1273,-10.621181262729124,0.11028882721759688,0.20201433275227582,-0.07046824292999532,-0.04588528678304238,-0.05462171340166639,-0.014756214514744405
2016-08-02,11480,2287,4503,6111,4085,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,956.5,-0.1764808362369338,2026,10.644342973110096,-2216,-9.568746829020803,0.10288348371910554,0.23961708394698086,-0.04588528678304238,0.014113957135389432,-0.054017503206131336,-0.017131619127306166
2016-08-09,12081,2377,5021,6713,4351,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,970.0,-0.19551361642248158,2362,2.9268292682926833,-2644,-3.7282229965156795,0.0784526391901663,0.08218437415517707,0.014113957135389432,0.07577319587628861,-0.05486790015022836,-0.02469797722776023
2016-08-16,11055,2372,4495,6458,4253,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,1043.5,-0.1994572591587517,2205,-1.2995612945948183,-2123,4.312556907540766,0.032956773410512556,0.07732634338138926,0.07577319587628861,-0.01245807379012942,-0.05614970709563427,-0.0066385808729492336
2016-08-23,10451,2302,4396,6057,3936,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,1030.5,-0.20294708640321502,2121,-0.7598371777476255,-2094,0.2623247399366802,0.07185029520664465,0.025231412361899075,-0.01245807379012942,-0.09946627850557976,-0.05882643538564376,0.007855016530963876
2016-08-30,10463,2375,4672,5955,3659,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,928.0,-0.2194399311860843,2296,1.6744809109176158,-2297,-1.942397856664434,0.03942167672144789,0.04952462040584646,-0.09946627850557976,0.011314655172413701,-0.06175084679386127,-0.005524531984732128
2016-09-06,11024,2480,5191,6264,3646,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,938.5,-0.23748185776487662,2618,3.077511230048743,-2711,-3.9568001529198127,0.032492431886982844,0.08134532655455612,0.011314655172413701,-0.0005327650506127268,-0.06496978165986704,-0.006228482097723892
2016-09-13,11555,2528,5411,6278,3577,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,938.0,-0.23375162267416702,2701,0.7529027576197387,-2883,-1.5602322206095791,0.008422120750887874,0.033757400176344626,-0.0005327650506127268,0.05490405117270791,-0.06951531457565917,-0.02561078991825633
2016-09-20,11637,2558,5356,6386,3636,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,989.5,-0.23631520151241728,2750,0.4240588489831242,-2798,0.7356122890523582,0.01666334065056875,0.010740459944402325,0.05490405117270791,-0.011622031328954008,-0.07420196289222307,-0.008480946073728832
2016-09-27,10936,2431,5743,6127,2716,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,978.0,-0.3119056327724945,3411,5.680158116353011,-3312,-4.416945948268454,0.13332579441366052,0.0628823097626621,-0.011622031328954008,0.03220858895705514,-0.08121229388683582,0.013425451454022323
2016-10-04,11272,2372,5689,6110,2768,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,1009.5,-0.29648687012065295,3342,-0.6309436722750549,-3317,-0.04572055596196049,0.007772020725388601,0.014018111896786999,0.03220858895705514,0.029717682020802272,-0.08800401127487846,0.018566040427448215
2016-10-11,11394,2287,5503,6231,3077,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,1039.5,-0.27681235738107773,3154,-1.667849538679915,-3216,0.8960255500354862,0.0461968199398367,0.03478818998716303,0.029717682020802272,0.00240500240500241,-0.09441292134454689,0.02596212125767336
2016-10-18,11043,1964,4768,6253,3191,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,1042.0,-0.2772797247124876,3062,-0.8074425136036509,-2804,3.615938213094611,0.014400677678949597,0.15715983363042185,0.00240500240500241,-0.056142034548944286,-0.09981124331986921,0.013091245007423952
2016-10-25,10564,1874,4918,6527,3415,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,983.5,-0.2945853843241196,3112,0.4527755139002083,-3044,-2.173322466721,0.05009052504526252,0.0353356890459364,-0.056142034548944286,-0.023385866802236865,-0.10481404925004215,0.002045216825990054
2016-11-01,10559,1687,4709,6666,3461,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,960.5,-0.3035325314897244,3205,0.88034835289663,-3022,0.20825444907232107,0.018267996445146636,0.06191369606003752,-0.023385866802236865,-0.00937011972930768,-0.11004668171014537,-0.011922090768389978
2016-11-08,11159,1814,5352,6738,3565,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,951.5,-0.28434447531140783,3173,-0.30305900179941286,-3538,-4.886826404015531,0.017082403183538774,0.10745185598660341,-0.00937011972930768,-0.013137151865475594,-0.11490212594555953,-0.021860462950584053
2016-11-15,11910,2106,6017,7023,3529,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,939.0,-0.2933669185558354,3494,2.8766018460435525,-3911,-3.3425934223496734,0.030420773313115997,0.1178136156592392,-0.013137151865475594,0.018104366347177825,-0.12037832159716605,-0.02583978340667498
2016-11-22,12092,2095,6051,7082,3686,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,956.0,-0.28084684088653655,3396,-0.8228379513014275,-3956,-0.3778337531486146,0.020059435364041606,0.005524183648416401,0.018104366347177825,-0.0026150627615062483,-0.12524184181860584,-0.006971437108695194
2016-11-29,12222,1878,5994,7192,3756,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,953.5,-0.28113238422516773,3436,0.33079722130334105,-4116,-1.3231888852133642,0.016441359152356595,0.03480691056910569,-0.0026150627615062483,0.0445726271630833,-0.1301711685153622,-0.0017560329259936364
2016-12-06,12603,1876,5646,7189,3999,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,996.0,-0.253114337856066,3190,-2.0127638684339715,-3770,2.830960562919326,0.021987844118698606,0.04653017814411061,0.0445726271630833,-0.01757028112449799,-0.13416915208436608,0.011662917717798286
2016-12-13,12851,2028,5475,7053,4078,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,978.5,-0.2314994942027858,2975,-1.7059430294374356,-3447,2.562881853526938,0.019315425388554488,0.0430494468879115,-0.01757028112449799,-0.03321410321921303,-0.13782654061557634,0.010566885700658406
2016-12-20,12235,2090,5390,7151,4277,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,946.0,-0.23489987740089907,2874,-0.7859310559489534,-3300,1.1438798537078827,0.025988799439972,0.0196524064171123,-0.03321410321921303,-0.016913319238900604,-0.14164585198243612,-0.0022091433468031008
2016-12-27,11836,1865,6117,7048,3454,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,930.0,-0.3036498817167962,3594,5.88475684511647,-4252,-7.780956272987331,0.08817368120358027,0.11926835379604109,-0.016913319238900604,0.00698924731182804,-0.14517623331277058,-0.005798045330945703
2017-01-03,11719,2206,6367,6967,3487,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,936.5,-0.29695366498848025,3480,-0.9631632308212235,-4161,0.7688408246029064,0.010904916778266693,0.06893736148372798,0.00698924731182804,0.009610250934329878,-0.14849378842246785,-0.015293465214266206
2017-01-10,11708,2030,5964,7173,3702,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,945.5,-0.2964639562692176,3471,-0.07679836163495178,-3934,1.9370253434593396,0.03871264367816092,0.07242932199149361,0.009610250934329878,0.0523532522474881,-0.15225609306930657,-0.008417307397849686
2017-01-17,11538,1952,5643,6925,3766,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,995.0,-0.27379095163806555,3159,-2.6648445507345406,-3691,2.075503928937479,0.02918342531100926,0.052534562211981564,0.0523532522474881,-0.0020100502512563345,-0.15543535521727164,0.012925956525896735
2017-01-24,11290,2025,5576,6420,3551,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,993.0,-0.25411868910540303,2869,-2.5134338706881607,-3551,1.2133818686080777,0.07220940728111523,0.01841862912774635,-0.0020100502512563345,-0.03977844914400808,-0.15722595816731896,0.01659717675644815
2017-01-31,11604,2170,5759,6247,3506,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,953.5,-0.23621165115477422,2741,-1.133746678476528,-3589,-0.3365810451727192,0.022352096790731055,0.04136713330810947,-0.03977844914400808,-0.011536444677503921,-0.15869510624875222,0.00503107384373048
2017-02-07,12052,2268,5910,6297,3792,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,942.5,-0.20784931961500167,2505,-2.033781454670803,-3642,-0.4567390554981041,0.033303597977995834,0.03044754218635363,-0.011536444677503921,0.001061007957559701,-0.15957672094233025,-0.00024295246688075847
2017-02-14,12080,2230,5909,6254,3819,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,943.5,-0.2015728476821192,2435,-0.5808164619980086,-3679,-0.30700298705609025,0.006949270326615705,0.004791743457427202,0.001061007957559701,-0.0005299417064122958,-0.16046282621497,-0.013152094902778555
2017-02-21,12298,2158,5966,6125,3834,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,943.0,-0.1862904537323142,2291,-1.1920529801324504,-3808,-1.0678807947019868,0.014459283060548249,0.01587887740029542,-0.0005299417064122958,-0.015376458112407176,-0.16009140306127795,-0.012777239257743994
2017-02-28,11830,2048,5520,6285,4048,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,928.5,-0.18909551986475062,2237,-0.43909578793299725,-3472,2.732151569360872,0.03619471595857931,0.07346723044397463,-0.015376458112407176,-0.001077005923532548,-0.1596245219231302,-0.006617305285199728
2017-03-07,11770,2103,5329,6016,4183,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,927.5,-0.15573491928632116,1833,-3.4150464919695684,-3226,2.0794590025359256,0.03961172663986665,0.03310010764262648,-0.001077005923532548,0.029649595687331498,-0.15910327249999007,-0.0039885431195691235
2017-03-14,11307,2154,4813,5934,4161,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,955.0,-0.15680551870522685,1773,-0.5097706032285472,-2659,4.81733220050977,0.01030212976721149,0.08138366585330846,0.029649595687331498,0.023036649214659644,-0.1586358316101292,0.0031615445333631467
2017-03-21,11413,2322,4809,5737,4476,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,977.0,-0.11048803995443793,1261,-4.52816839126205,-2487,1.521181568939595,0.05013218447077254,0.0241200392651802,0.023036649214659644,-0.0015353121801432446,-0.157494655032111,0.00901741583959856
2017-03-28,11232,2250,4498,5434,4320,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,975.5,-0.09918091168091168,1114,-1.2880049066853587,-2248,2.0941032156312973,0.047057617387738365,0.05675755779490219,-0.0015353121801432446,0.03229113275243467,-0.1555522673539773,0.012440773362411811
2017-04-04,10716,2391,3635,4885,4825,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,1007.0,-0.005599104143337066,60,-9.383903133903134,-1244,8.93874643874644,0.10854788877445933,0.16661135081314304,0.03229113275243467,0.019364448857994043,-0.1524767351084377,0.020645915127625508
2017-04-11,10322,2271,2664,4643,5343,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,1026.5,0.06781631466770006,-700,-7.092198581560284,-393,7.941396043299739,0.07610654916883637,0.2210739614994934,0.019364448857994043,-0.020944958597174823,-0.1482117154650409,0.018123993355924684
2017-04-18,9770,2192,2166,4606,5535,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,1005.0,0.09508700102354145,-929,-2.2185622941290446,26,4.059290835109475,0.022581599447786215,0.13240018357044517,-0.020944958597174823,-0.07512437810945272,-0.1431633363311015,0.007267356387194372
2017-04-25,9755,2214,3693,4693,4139,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,929.5,-0.056791389031266015,554,15.179119754350051,-1479,-15.404298874104402,0.16791213768115942,0.2622312510580667,-0.07512437810945272,0.0037654653039267405,-0.14159716000209632,-0.011165542085126793
2017-05-02,11147,2461,5119,5409,3963,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,933.0,-0.12972100116623306,1446,9.144028703229115,-2658,-12.086109687339826,0.09517712334613743,0.22071240105540896,0.0037654653039267405,0.0337620578778135,-0.14298050838517962,-0.018403159756748458
2017-05-09,11100,2430,5141,5423,3830,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,964.5,-0.14351351351351352,1593,1.3187404682874315,-2711,-0.4754642504709788,0.01588673943585864,0.007000396248844274,0.0337620578778135,0.10160705028512185,-0.14610139154666604,-0.014743608189323154
2017-05-16,9048,2196,2991,4590,4326,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,1062.5,-0.029177718832891247,264,-11.972972972972972,-795,17.26126126126126,0.1490578734858681,0.45961056487372276,0.10160705028512185,0.02682352941176469,-0.14903607737870891,0.015875857853293228
2017-05-23,9074,2519,2167,4386,5017,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,1091.0,0.06953934317831166,-631,-9.891688770999115,352,12.67683465959328,0.09518238859938317,0.24477166026461802,0.02682352941176469,0.025206232813932195,-0.1506510455890863,0.04065192475008189
2017-05-30,9092,2534,2027,4405,5124,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,1118.5,0.07908051033875935,-719,-0.969803835133348,507,1.7081772096098742,0.013222793577500263,0.033983775487831616,0.025206232813932195,-0.008046490835941,-0.15169160861637193,0.04578538538471619
2017-06-06,9024,2891,1987,3857,5103,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,1109.5,0.13807624113475178,-1246,-5.796304443466784,904,4.366476022877254,0.06350446428571428,0.08138581385813858,-0.008046490835941,0.014420910319963953,-0.15142609350901398,0.03575083510131664
2017-06-13,9473,3102,2032,3930,5590,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,1125.5,0.17523487807452762,-1660,-4.587765957446808,1070,1.8395390070921984,0.058823529411764705,0.049863654070899883,0.014420910319963953,0.010217681030653125,-0.15109128166188382,0.014495476533747761
2017-06-20,9727,3541,2105,3903,5906,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,1137.0,0.20592166135499126,-2003,-3.6208170590098177,1436,3.8636123720046447,0.034967886634723215,0.09068366985476443,0.010217681030653125,-0.0070360598065083435,-0.1499356962056289,0.010395363823335812
2017-06-27,9470,3219,1972,3773,5488,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,1129.0,0.18109820485744457,-1715,2.960830677495631,1247,-1.9430451321065074,0.05917287549940611,0.08765170487382007,-0.0070360598065083435,0.04650132860938894,-0.14740479715713467,0.002386161029088902
2017-07-11,9407,3474,2595,3618,5060,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,1181.5,0.15329010311470181,-1442,2.882787750791975,879,-3.8859556494192184,0.06718137819774142,0.14466963255890591,0.04650132860938894,0.004231908590774491,-0.14516752562220847,0.015898904969869947
2017-07-18,9498,3305,2438,3990,5721,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,1186.5,0.18224889450410614,-1731,-3.0721802912724567,867,-0.1275645795684065,0.10637421480794974,0.056764757095594635,0.004231908590774491,0.036662452591656125,-0.14223407051298093,0.013388684820679812
2017-07-25,9666,3317,2374,4080,5975,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,1230.0,0.19604800331057315,-1895,-1.7266793009054537,943,0.8001684565171615,0.034211834908005966,0.013354419258478299,0.036662452591656125,0.005691056910569037,-0.13865191597649762,0.019890768015915373
2017-08-01,9929,3228,2184,4200,6384,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,1237.0,0.21996172827072213,-2184,-2.989861369749638,1044,1.0448996482516035,0.04998110355253212,0.05155210643015521,0.005691056910569037,-0.018189167340339485,-0.13251539247786753,0.023005030082813675
2017-08-08,9952,3425,1932,3897,6397,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,1214.5,0.2512057877813505,-2500,-3.1825964346862725,1493,4.522106959411824,0.030697493685642122,0.08381556841515773,-0.018189167340339485,0.008233841086866978,-0.12429064970828517,0.007073982967691092
2017-08-15,9827,3296,1903,3855,6609,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,1224.5,0.2802482955123639,-2754,-2.552250803858521,1393,-1.004823151125402,0.024273700305810397,0.03039045970378919,0.008233841086866978,-0.0032666394446713154,-0.11514138217107658,0.008066920539206943
2017-08-22,9650,3310,1899,3631,6199,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,1220.5,0.2661139896373057,-2568,1.8927444794952681,1411,0.18316882059631626,0.06449643947100712,0.003455557688615857,-0.0032666394446713154,0.006554690700532495,-0.10618808892499856,-0.0018845017554322697
2017-08-29,10442,3428,1903,4112,6810,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,1228.5,0.2583796207623061,-2698,-1.3471502590673576,1525,1.1813471502590673,0.09998168833546969,0.022885012192834366,0.006554690700532495,0.017094017094017033,-0.09731642147950778,-0.0016682094373392283
2017-09-05,10067,3923,1729,3718,7070,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,1249.5,0.33296910698321247,-3352,-6.263167975483625,2194,6.406818617123157,0.060622914349276975,0.1183651804670913,0.017094017094017033,0.01600640256102448,-0.08669317074548284,0.007128509057455324
2017-09-12,10496,3925,2048,4115,7183,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,1269.5,0.2923018292682927,-3068,2.82109863911791,1877,-3.1489023542266814,0.04514073287307488,0.053741838272225013,0.01600640256102448,0.006695549428908931,-0.0765050229179219,0.009055988204141703
2017-09-19,10737,3978,2314,4402,7204,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,1278.0,0.2609667504889634,-2802,2.534298780487805,1664,-2.029344512195122,0.026537997587454766,0.050699300699300696,0.006695549428908931,-0.06338028169014087,-0.06699120804940016,0.011521042131304336
2017-09-26,10386,3364,2144,4833,7002,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,1197.0,0.20883882149046792,-2169,5.895501536742106,1220,-4.135233305392568,0.05348542458808619,0.14233841684822077,-0.06338028169014087,0.003759398496240518,-0.05843055376088313,-0.005913528647131509
2017-10-03,10299,2753,2081,5168,6811,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,1201.5,0.15953005146130692,-1643,5.064509917196226,672,-5.27633352590025,0.0439101761415811,0.1394290442697559,0.003759398496240518,0.0004161464835621409,-0.0493644829102331,-0.009272590699920754
2017-10-10,10121,2636,2079,5208,6592,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,1202.0,0.1367453808912163,-1384,2.5148072628410527,557,-1.1166132634236334,0.021949152542372882,0.02523860021208908,0.0004161464835621409,0.009151414309484185,-0.04103309346769716,-0.01321422134198866
2017-10-17,9993,2397,2008,5129,6661,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,1213.0,0.1533073151205844,-1532,-1.4623060962355499,389,-1.659915028159273,0.012553011026293468,0.07037457434733257,0.009151414309484185,-0.04328112118713934,-0.03276156130420365,-0.012592281639965446
2017-10-24,10024,2557,2003,5377,6735,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,1160.5,0.13547486033519554,-1358,1.7412188531972381,554,1.6511558090663465,0.026585204755614267,0.03618421052631579,-0.04328112118713934,-0.02714347264110295,-0.024823973130209745,-0.007516720365999786
2017-10-31,10126,1742,2063,6477,6483,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,1129.0,0.0005925340707090658,-6,13.487629688747008,-321,-8.72905027932961,0.10432098765432099,0.22996057818659657,-0.02714347264110295,-0.004428697962798989,-0.019147474699539965,-0.015331182546111254
2017-11-07,10263,1794,2871,6545,5887,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,1124.0,-0.06411380687908019,658,6.557377049180328,-1077,-7.465929290934229,0.05341055341055341,0.18435155412647375,-0.004428697962798989,0.0,-0.014543268457027574,-0.016561863007878416
2017-11-14,10805,1883,3297,7029,5921,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,1124.0,-0.1025451180009255,1108,4.384682841274482,-1414,-3.283640261132222,0.04,0.09942084942084942,0.0,0.0978647686832741,-0.011047126970287528,-0.018890632696421876
2017-11-21,10392,1669,2481,6971,6349,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,1234.0,-0.05985373364126251,622,-4.497917630726516,-812,5.571494678389635,0.03648648648648649,0.24819277108433735,0.0978647686832741,-0.002836304700162051,-0.006556488798853436,0.016437313641572908
2017-11-28,10054,1620,2356,6569,6137,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,1230.5,-0.04296797294609111,432,-1.8283294842186297,-736,0.7313317936874518,0.04832362663308673,0.0437625754527163,-0.002836304700162051,0.002031694433157316,-0.0019818951846140996,0.02239724024268032
2017-12-05,10166,1868,2190,6412,6460,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,1233.0,0.004721621089907535,-48,-4.774219216232345,-322,4.117764074000398,0.037290242386575516,0.10202069985214392,0.002031694433157316,-0.005677210056772131,0.003515297225291194,0.023975320865542642
2017-12-12,10322,1845,2075,6372,6478,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,1226.0,0.010269327649680294,-106,-0.5705292150304938,-230,0.904977375565611,0.004513618677042802,0.03520408163265306,-0.005677210056772131,-0.04445350734094622,0.008580367715786314,0.022588680965281566
2017-12-19,10700,2066,2531,6659,6504,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,1171.5,-0.014485981308411215,155,2.5285797326099595,-465,-2.276690563844216,0.023778773835751728,0.14726995866869697,-0.04445350734094622,0.006828851899274513,0.012753704502216596,-0.012815602060322015
2017-12-26,10437,1439,2310,6643,6099,039601,ROUGH RICE - CHICAGO BOARD OF TRADE,1179.5,-0.05212225735364568,544,3.635514018691589,-871,-3.7943925233644857,0.03304033903625805,0.22619365164043745,0.006828851899274513,,0.016268658733894544,-0.010371137573882989
